Time(sec)	Fx	Fy	Fz	Tx	Ty	Tz	GON	GRFz
3.983333	13.490000	23.780000	86.630000	4.570000	24.900000	8.470000	2.814600	0.000000	
3.991633	13.530000	20.280000	82.860000	6.680000	10.180000	9.860000	2.789600	0.000000	
3.999933	12.080000	15.910000	87.730000	4.920000	-4.250000	11.180000	2.748700	0.000000	
4.008333	8.490000	14.200000	96.520000	-1.440000	-17.610000	11.430000	2.715400	0.000000	
4.016633	3.890000	14.460000	109.050000	-11.720000	-29.320000	10.040000	2.712100	0.000000	
4.024933	-0.890000	13.320000	124.770000	-23.740000	-39.540000	6.790000	2.708700	0.000000	
4.033333	-5.850000	10.190000	143.600000	-36.920000	-48.270000	1.840000	2.700700	0.000000	
4.041633	-10.080000	8.740000	166.200000	-51.250000	-52.830000	-4.040000	2.692800	0.000000	
4.049933	-12.380000	10.010000	192.820000	-66.590000	-50.950000	-8.700000	2.689400	0.000000	
4.058333	-13.010000	10.950000	220.960000	-80.210000	-42.610000	-11.040000	2.690300	0.000000	
4.066633	-11.280000	9.280000	245.570000	-88.160000	-30.520000	-12.220000	2.689900	0.000000	
4.074933	-7.440000	5.840000	266.650000	-91.530000	-15.520000	-12.520000	2.680300	0.000000	
4.083333	-3.640000	4.680000	284.390000	-95.370000	-1.540000	-12.430000	2.670800	0.000000	
4.091633	-0.930000	6.430000	298.950000	-100.330000	10.900000	-11.440000	2.684200	0.000200	
4.099933	0.560000	8.100000	312.550000	-103.400000	22.570000	-9.950000	2.713000	0.000700	
4.108333	0.200000	5.080000	325.690000	-103.140000	31.860000	-8.410000	2.731600	0.000900	
4.116633	-0.500000	-0.920000	336.920000	-99.900000	39.600000	-6.420000	2.709800	0.000500	
4.124933	0.150000	-5.300000	347.260000	-96.610000	46.380000	-4.810000	2.688000	0.000100	
4.133333	2.330000	-6.000000	358.250000	-95.020000	52.110000	-4.400000	2.688200	0.000000	
4.141633	3.890000	-3.420000	367.050000	-96.250000	57.900000	-4.150000	2.698900	0.000000	
4.149933	5.840000	-0.870000	373.620000	-95.920000	67.100000	-3.000000	2.710200	0.000000	
4.158333	8.160000	0.670000	380.210000	-93.050000	78.910000	-2.190000	2.722100	0.000000	
4.166633	10.880000	3.120000	386.000000	-89.970000	91.740000	-2.170000	2.734000	0.000000	
4.174933	14.080000	7.660000	389.690000	-88.070000	105.060000	-2.640000	2.726500	0.000400	
4.183333	16.850000	12.340000	390.090000	-86.630000	117.940000	-2.690000	2.719000	0.000800	
4.191633	17.790000	15.610000	388.530000	-85.340000	129.650000	-2.660000	2.723400	0.000800	
4.199933	15.980000	16.490000	384.650000	-84.640000	139.820000	-3.400000	2.735700	0.000400	
4.208333	13.400000	14.070000	381.180000	-82.520000	148.020000	-6.040000	2.748800	0.000000	
4.216633	10.540000	9.280000	376.380000	-78.460000	154.270000	-9.750000	2.771300	0.000000	
4.224933	8.160000	4.510000	365.460000	-72.630000	159.390000	-12.060000	2.793800	0.000000	
4.233333	6.260000	0.390000	346.930000	-65.700000	163.930000	-12.130000	2.801000	0.000000	
4.241633	6.560000	-1.720000	328.410000	-59.460000	169.100000	-10.900000	2.801000	0.000000	
4.249933	8.450000	-1.590000	312.520000	-54.250000	175.020000	-9.710000	2.798700	0.000000	
4.258333	10.400000	0.050000	299.000000	-51.100000	180.300000	-9.270000	2.792800	0.000000	
4.266633	11.660000	3.360000	287.890000	-50.700000	183.790000	-9.580000	2.787000	0.000000	
4.274933	12.660000	8.800000	279.340000	-52.830000	185.660000	-10.220000	2.818300	0.000000	
4.283333	14.530000	16.080000	275.170000	-53.980000	187.500000	-9.690000	2.849700	0.000000	
4.291633	16.570000	23.790000	277.940000	-54.800000	189.350000	-9.120000	2.862800	0.000000	
4.299933	18.300000	30.640000	288.150000	-57.190000	190.530000	-10.410000	2.856000	0.000000	
4.308333	17.560000	34.250000	298.780000	-60.910000	189.280000	-14.190000	2.849300	0.000000	
4.316633	14.430000	34.690000	309.720000	-65.810000	185.700000	-20.330000	2.849000	0.000000	
4.324933	12.330000	34.590000	318.400000	-67.510000	183.310000	-24.280000	2.849000	0.000000	
4.333333	12.950000	34.750000	325.100000	-64.900000	183.620000	-25.240000	2.866600	0.000000	
4.341633	14.530000	33.560000	328.100000	-58.870000	184.310000	-24.740000	2.897900	0.000000	
4.349933	15.220000	30.180000	327.080000	-53.600000	183.460000	-25.310000	2.928400	0.000000	
4.358333	15.090000	24.870000	322.640000	-49.260000	181.160000	-26.890000	2.939600	0.000000	
4.366633	15.560000	21.120000	318.780000	-43.990000	179.250000	-26.390000	2.950700	0.000000	
4.374933	17.040000	19.970000	315.130000	-36.290000	178.260000	-22.330000	2.956800	0.000000	
4.383333	18.990000	21.100000	307.900000	-28.600000	178.320000	-17.030000	2.962200	0.000000	
4.391633	19.540000	22.640000	299.770000	-24.380000	177.290000	-14.390000	2.964600	0.000000	
4.399933	18.360000	24.410000	291.690000	-23.780000	174.430000	-14.670000	2.944700	0.000000	
4.408333	16.560000	27.610000	287.420000	-26.230000	170.450000	-16.920000	2.924800	0.000000	
4.416633	14.620000	32.410000	287.090000	-31.410000	165.810000	-20.650000	2.929800	0.000400	
4.424933	13.710000	38.210000	289.620000	-38.320000	161.120000	-24.460000	2.935900	0.000700	
4.433333	12.910000	42.840000	290.480000	-46.900000	155.230000	-29.540000	2.945900	0.000900	
4.441633	12.040000	44.620000	289.510000	-54.030000	149.250000	-35.490000	2.964400	0.000400	
4.449933	11.350000	42.250000	290.400000	-54.500000	143.980000	-39.760000	2.977000	0.000000	
4.458333	10.990000	36.810000	293.280000	-49.990000	138.900000	-42.310000	2.958000	0.000000	
4.466633	11.670000	31.940000	297.030000	-45.900000	133.070000	-43.050000	2.939100	0.000000	
4.474933	14.040000	28.000000	299.620000	-41.930000	128.120000	-41.400000	2.931800	0.000200	
4.483333	17.770000	24.930000	300.910000	-37.800000	125.110000	-38.830000	2.935300	0.000700	
4.491633	21.560000	22.970000	301.310000	-34.360000	123.760000	-37.330000	2.940800	0.000900	
4.499933	24.920000	22.000000	299.210000	-30.790000	123.300000	-36.300000	2.952300	0.000500	
4.508333	26.990000	23.450000	291.350000	-28.480000	120.970000	-34.850000	2.963800	0.000100	
4.516633	27.940000	28.870000	277.940000	-30.340000	115.760000	-33.360000	2.966100	0.000000	
4.524933	28.670000	37.140000	266.100000	-34.510000	107.810000	-32.240000	2.964900	0.000000	
4.533333	29.040000	44.800000	257.770000	-35.400000	98.670000	-31.420000	2.951700	0.000000	
4.541633	29.060000	50.230000	248.440000	-31.730000	89.450000	-30.210000	2.913200	0.000000	
4.549933	28.800000	52.630000	235.790000	-23.240000	79.550000	-27.080000	2.874700	0.000000	
4.558333	28.300000	52.280000	220.250000	-10.650000	68.210000	-21.620000	2.856600	0.000000	
4.566633	28.130000	51.060000	205.800000	1.200000	54.350000	-14.870000	2.843700	0.000000	
4.574933	29.350000	49.200000	195.880000	10.580000	39.600000	-8.130000	2.805700	0.000000	
4.583333	30.260000	45.850000	188.910000	18.680000	25.060000	-2.400000	2.753700	0.000000	
4.591633	29.190000	40.710000	177.180000	25.850000	11.530000	2.380000	2.702500	0.000000	
4.599933	26.280000	34.230000	159.730000	31.560000	-0.520000	6.400000	2.656200	0.000000	
4.608333	23.060000	29.820000	144.260000	32.430000	-10.810000	9.220000	2.610000	0.000000	
4.616633	19.540000	28.410000	133.320000	27.750000	-19.940000	10.470000	2.552700	0.000000	
4.624933	14.790000	26.780000	125.200000	18.440000	-30.080000	9.400000	2.491200	0.000000	
4.633333	8.510000	22.430000	117.180000	8.600000	-39.960000	6.260000	2.431900	0.000000	
4.641633	0.660000	16.190000	108.820000	-1.950000	-49.000000	1.070000	2.381500	0.000000	
4.649933	-7.240000	11.050000	100.580000	-14.890000	-56.790000	-5.130000	2.331100	0.000000	
4.658333	-14.270000	7.320000	93.400000	-30.410000	-63.660000	-11.810000	2.303200	0.000300	
4.666633	-19.000000	4.440000	88.890000	-45.940000	-69.210000	-18.080000	2.281000	0.000700	
4.674933	-22.970000	0.620000	83.860000	-59.390000	-74.840000	-24.200000	2.247900	0.000900	
4.683333	-26.000000	-4.200000	77.110000	-69.410000	-79.750000	-29.390000	2.186800	0.000400	
4.691633	-26.890000	-7.170000	67.930000	-73.930000	-80.080000	-31.470000	2.131600	0.000000	
4.699933	-25.460000	-7.530000	58.110000	-73.400000	-75.470000	-30.580000	2.120000	0.000400	
4.708333	-21.890000	-6.060000	53.920000	-68.990000	-67.450000	-28.140000	2.108400	0.000800	
4.716633	-16.040000	-4.890000	56.470000	-60.200000	-57.530000	-24.170000	2.100800	0.000800	
4.724933	-9.530000	-4.310000	59.450000	-49.830000	-46.320000	-20.260000	2.100400	0.000400	
4.733333	-4.830000	-4.350000	57.620000	-41.120000	-34.820000	-18.070000	2.096900	0.000100	
4.741633	-1.530000	-4.350000	52.470000	-33.670000	-23.120000	-16.990000	2.081400	0.000500	
4.749933	1.170000	-2.570000	48.970000	-27.820000	-12.240000	-16.210000	2.066000	0.000900	
4.758333	2.960000	1.100000	49.220000	-26.020000	-3.610000	-17.130000	2.082800	0.000700	
4.766633	2.980000	2.790000	47.010000	-25.790000	3.190000	-19.350000	2.114900	0.000300	
4.774933	1.430000	2.420000	36.510000	-25.770000	9.110000	-21.500000	2.143200	0.000000	
4.783333	-1.500000	2.250000	21.450000	-27.400000	13.650000	-23.650000	2.161600	0.000000	
4.791633	-4.350000	4.090000	10.290000	-29.130000	17.020000	-24.390000	2.180000	0.000000	
4.799933	-6.270000	7.940000	5.670000	-29.540000	19.550000	-22.980000	2.191700	0.000000	
4.808333	-5.470000	11.560000	3.940000	-26.500000	22.420000	-19.410000	2.203300	0.000000	
4.816633	-2.950000	13.280000	1.310000	-20.990000	25.830000	-15.250000	2.229000	0.000000	
4.824933	0.390000	13.680000	0.000000	-13.100000	29.810000	-10.460000	2.263900	0.000000	
4.833333	5.100000	16.910000	2.000000	-4.970000	34.170000	-5.050000	2.298000	0.000000	
4.841633	10.870000	22.720000	10.690000	3.080000	38.840000	0.760000	2.322500	0.000000	
4.849933	16.040000	27.490000	21.650000	10.830000	44.050000	5.860000	2.347100	0.000000	
4.858333	20.480000	29.740000	32.390000	19.240000	50.100000	10.310000	2.369800	0.000000	
4.866633	24.800000	29.610000	41.020000	26.990000	55.480000	14.030000	2.391700	0.000000	
4.874933	27.050000	28.710000	49.050000	31.180000	58.650000	16.390000	2.415300	0.000000	
4.883333	26.830000	27.310000	56.020000	32.210000	59.320000	17.120000	2.448200	0.000000	
4.891633	24.590000	25.120000	60.330000	30.570000	57.180000	15.870000	2.481100	0.000000	
4.899933	20.740000	21.860000	61.440000	26.280000	52.230000	12.630000	2.516700	0.000000	
4.908333	15.450000	17.110000	58.290000	20.450000	46.950000	8.010000	2.553100	0.000000	
4.916633	10.210000	12.120000	50.280000	14.890000	42.090000	3.290000	2.582900	0.000200	
4.924933	6.350000	7.530000	40.700000	10.870000	36.900000	-0.800000	2.605600	0.000600	
4.933333	4.100000	3.840000	34.230000	10.480000	32.210000	-3.650000	2.628400	0.000900	
4.941633	3.130000	1.040000	31.530000	13.820000	28.400000	-5.350000	2.678400	0.000600	
4.949933	1.320000	-0.980000	33.030000	14.350000	24.060000	-7.980000	2.733700	0.000200	
4.958333	-0.890000	-2.520000	39.210000	11.650000	19.500000	-11.240000	2.755600	0.000200	
4.966633	-2.400000	-2.780000	47.220000	7.260000	18.130000	-14.150000	2.751200	0.000600	
4.974933	-2.490000	-0.670000	56.460000	1.240000	19.460000	-16.560000	2.749100	0.001000	
4.983333	-0.900000	3.890000	68.020000	-6.070000	22.780000	-18.500000	2.802500	0.000600	
4.991633	2.890000	9.750000	85.400000	-12.560000	27.130000	-20.420000	2.855800	0.000200	
4.999933	7.830000	16.430000	106.020000	-19.220000	33.120000	-22.880000	2.876000	0.000000	
5.008333	11.540000	21.800000	121.560000	-26.880000	38.690000	-25.180000	2.877600	0.000000	
5.016633	16.410000	25.650000	131.720000	-29.450000	45.440000	-24.950000	2.879600	0.000000	
5.024933	22.100000	28.090000	136.660000	-27.170000	53.510000	-22.460000	2.884700	0.000000	
5.033333	26.100000	28.800000	139.990000	-22.650000	59.950000	-19.790000	2.889800	0.000000	
5.041633	27.880000	27.400000	143.420000	-16.660000	62.790000	-17.410000	2.870200	0.001400	
5.049933	28.810000	24.870000	148.760000	-7.800000	61.030000	-13.410000	2.849500	0.002800	
5.058333	27.040000	21.690000	149.220000	0.570000	56.390000	-8.120000	2.831800	0.006500	
