---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.FileName = "..\Input\Subjects\PS\Overground Gait Trials\PS_ngait_og_ss7\PS_ngait_og_ss7-output-euler-leftlegfootpostd.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotZ
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotX
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotX
5.028333333333333e+000 -9.666079897764363e-002 1.050583822531571e-001 9.344243498543514e-002 2.035190343108608e-001 -2.849105911660517e+000 -1.606033953756618e+000
5.036390804597701e+000 -1.015318066970419e-001 1.080631724106526e-001 9.120771944107024e-002 2.033755867664628e-001 -2.861950205198161e+000 -1.597944220717539e+000
5.044448275862069e+000 -1.054576283137155e-001 1.109518064021042e-001 8.866419027886265e-002 2.014662021258578e-001 -2.877682308648457e+000 -1.589985615725169e+000
5.052505747126437e+000 -1.087548452464826e-001 1.135093754818030e-001 8.590602588501693e-002 1.968189264543439e-001 -2.895922669564624e+000 -1.583821752297305e+000
5.060563218390805e+000 -1.117221241661017e-001 1.155501730916521e-001 8.302788135033240e-002 1.891480941975621e-001 -2.916504751993863e+000 -1.580516336869580e+000
5.068620689655173e+000 -1.145863086035981e-001 1.169579885969208e-001 8.012829600139425e-002 1.790342337356785e-001 -2.939319368558263e+000 -1.580024743919485e+000
5.076678160919541e+000 -1.174584589493905e-001 1.177070044237358e-001 7.730944256674326e-002 1.678159631121408e-001 -2.964068895199840e+000 -1.581078158864052e+000
5.084735632183909e+000 -1.203188705901028e-001 1.178544961683177e-001 7.467288298731274e-002 1.571238486809783e-001 -2.990010644061002e+000 -1.581783569945241e+000
5.092793103448277e+000 -1.230430267944166e-001 1.175174520814534e-001 7.231395827816579e-002 1.482468939052435e-001 -3.015858157981130e+000 -1.580641899663475e+000
5.100850574712645e+000 -1.254615755703053e-001 1.168479707500724e-001 7.031821959842720e-002 1.416936234973480e-001 -3.039977233066816e+000 -1.577305344200259e+000
5.108908045977013e+000 -1.274297870994843e-001 1.160076981904688e-001 6.875731253868238e-002 1.371821567812575e-001 -3.060840258496310e+000 -1.572569920585077e+000
5.116965517241381e+000 -1.288780499603563e-001 1.151399601353692e-001 6.767659816662387e-002 1.340144538254635e-001 -3.077510862608636e+000 -1.567670864369681e+000
5.125022988505749e+000 -1.298273425531591e-001 1.143475805778048e-001 6.707319587224611e-002 1.315434607935853e-001 -3.089883595771511e+000 -1.563488146756672e+000
5.133080459770117e+000 -1.303721647755919e-001 1.136854753335208e-001 6.687753685938297e-002 1.294165194874419e-001 -3.098555623602412e+000 -1.560228884237207e+000
5.141137931034485e+000 -1.306440399552610e-001 1.131711195244059e-001 6.695642936789541e-002 1.275329547427591e-001 -3.104440295748296e+000 -1.557635249736436e+000
5.149195402298853e+000 -1.307701944703961e-001 1.128060681787419e-001 6.714364129109053e-002 1.259069067941412e-001 -3.108373599527226e+000 -1.555356620606222e+000
5.157252873563221e+000 -1.308416823795438e-001 1.125912953853009e-001 6.728712586787995e-002 1.245895530117696e-001 -3.110923492255371e+000 -1.553145285408195e+000
5.165310344827589e+000 -1.309020016196353e-001 1.125249926738421e-001 6.729094310438005e-002 1.236282976672545e-001 -3.112427923000185e+000 -1.550845546714956e+000
5.173367816091957e+000 -1.309576409537908e-001 1.125915710564257e-001 6.713077592982077e-002 1.230186855591762e-001 -3.113126427486082e+000 -1.548341368967813e+000
5.181425287356325e+000 -1.310000528221454e-001 1.127579974449005e-001 6.683971068179063e-002 1.226850359783800e-001 -3.113250356979765e+000 -1.545556367810485e+000
5.189482758620692e+000 -1.310235068327438e-001 1.129802694632849e-001 6.647947211599374e-002 1.225125159459437e-001 -3.113037025676493e+000 -1.542492859305015e+000
