---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.FileName = "..\Input\Subjects\PS\Overground Gait Trials\PS_ngait_og_ss8\PS_ngait_og_ss8-output-euler-leftlegfootpostd.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotZ
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotX
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotX
3.128333333333333e+000 -2.427485958252804e-001 2.790433293087495e-002 9.262197026174229e-002 1.117343256808154e-001 -2.853042535375434e+000 -1.640742961909362e+000
3.136380952380952e+000 -2.457226629231540e-001 3.016877932531368e-002 8.956774866452687e-002 1.150370074811340e-001 -2.870004980340992e+000 -1.631744269409992e+000
3.144428571428571e+000 -2.483316434131817e-001 3.226199789803222e-002 8.639084559914796e-002 1.162855128666918e-001 -2.889236632135503e+000 -1.623326624761294e+000
3.152476190476190e+000 -2.508837718526392e-001 3.400303471512358e-002 8.319125620200972e-002 1.145833659650424e-001 -2.910654033251340e+000 -1.617244844821724e+000
3.160523809523809e+000 -2.535678004353313e-001 3.527380789185671e-002 8.006358949283139e-002 1.099006927741977e-001 -2.934337744181025e+000 -1.614505798544770e+000
3.168571428571428e+000 -2.564273108259285e-001 3.603555795009973e-002 7.710242025381690e-002 1.030859577732399e-001 -2.960037999813116e+000 -1.614757249978961e+000
3.176619047619047e+000 -2.593696583847884e-001 3.632443032788555e-002 7.439821365991339e-002 9.552757893811181e-002 -2.986848994007008e+000 -1.616450618648562e+000
3.184666666666665e+000 -2.622091767479313e-001 3.622988530967711e-002 7.203111249819315e-002 8.855267135922906e-002 -3.013233742486382e+000 -1.617722051517131e+000
3.192714285714284e+000 -2.647352716401724e-001 3.586559124544593e-002 7.006950265944273e-002 8.289926358202582e-002 -3.037407890705531e+000 -1.617308341190530e+000
3.200761904761903e+000 -2.667839437873533e-001 3.534351192106895e-002 6.856886759430979e-002 7.857499427092884e-002 -3.057907271191152e+000 -1.614939685856298e+000
3.208809523809522e+000 -2.682866094412552e-001 3.475623651715417e-002 6.756069472604225e-002 7.513591044884471e-002 -3.074050918321292e+000 -1.611119865522147e+000
3.216857142857141e+000 -2.692794843724173e-001 3.416836358370996e-002 6.703134757763959e-002 7.212102933273501e-002 -3.086047771623472e+000 -1.606600310099641e+000
3.224904761904760e+000 -2.698747860779053e-001 3.361950026708268e-002 6.690514872217138e-002 6.931364896320469e-002 -3.094708502701810e+000 -1.601992562319902e+000
3.232952380952379e+000 -2.702119183486310e-001 3.313879784308367e-002 6.704733910230049e-002 6.673367200788372e-002 -3.100974237063086e+000 -1.597693289815362e+000
3.240999999999997e+000 -2.704128754582867e-001 3.275763578423132e-002 6.729118706549704e-002 6.450603901241880e-002 -3.105552534574986e+000 -1.593942167986045e+000
3.249047619047616e+000 -2.705571827751916e-001 3.250562069983317e-002 6.748033137369203e-002 6.275136328463038e-002 -3.108813886000826e+000 -1.590828782960334e+000
3.257095238095235e+000 -2.706791533128968e-001 3.239567157158583e-002 6.750874182342538e-002 6.152571081153857e-002 -3.110906438279057e+000 -1.588261844608140e+000
3.265142857142854e+000 -2.707824710909043e-001 3.241576024363226e-002 6.734112864047041e-002 6.079199516933809e-002 -3.111942414935669e+000 -1.585990892057480e+000
3.273190476190473e+000 -2.708604873969215e-001 3.253267800253686e-002 6.700755039255406e-002 6.042717555686750e-002 -3.112121776277146e+000 -1.583714945956101e+000
3.281238095238092e+000 -2.709099753789406e-001 3.270098645159536e-002 6.657864112557738e-002 6.026429102662645e-002 -3.111740828685133e+000 -1.581222875230240e+000
3.289285714285711e+000 -2.709348544789865e-001 3.287296857198026e-002 6.613468879691584e-002 6.014438450028825e-002 -3.111121856904552e+000 -1.578473303710251e+000
