---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.UpdData = 1743
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FileName = "..\Trials\jw_2legsquat1\FullBody-jw_2legsquat1-euler-rightfoot.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.Width = 23
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.FormatStr = "%23.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Values = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.SepSpaceAutoOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ShortenNamesOnOff = Off
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ColumnIDString = "col"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotX
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotZ
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosX
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosY
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosZ
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosX
col11  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosY
col12  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosZ
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosZ
1.091666666666667e+000 -1.351810602309346e-001 2.663530140808628e-001 8.059646773209298e-002 1.368256194655225e+000 8.083160208002438e-002 -1.512881557906855e+000 -1.719951139232661e-001 1.076095851965101e-001 3.628733875551409e-002 -1.090899596081270e-001 7.154399743540812e-002 2.056622245305172e-002
1.100000000000000e+000 -1.351814777825700e-001 2.663588508128669e-001 8.059521237471845e-002 1.368185482844473e+000 8.082323154536719e-002 -1.512856049238094e+000 -1.719936718915958e-001 1.076137216557711e-001 3.629063013243945e-002 -1.090884904120994e-001 7.154990211389789e-002 2.056556667172228e-002
1.108333333333333e+000 -1.351910940051477e-001 2.663764652818834e-001 8.059922101002516e-002 1.368126426626293e+000 8.080138609222254e-002 -1.512786419346076e+000 -1.719940250673227e-001 1.076274804860748e-001 3.630075867306106e-002 -1.090870649513411e-001 7.156794436607211e-002 2.057298764416853e-002
1.116666666666667e+000 -1.352081348675097e-001 2.664036333692120e-001 8.060718329642326e-002 1.368069780177056e+000 8.076665191978161e-002 -1.512681680934633e+000 -1.719961202812746e-001 1.076489454107765e-001 3.631674579234263e-002 -1.090860737314113e-001 7.159568885105935e-002 2.058692404211285e-002
1.125000000000000e+000 -1.352295637526834e-001 2.664366780020459e-001 8.061675132991608e-002 1.368002895509049e+000 8.072043260349382e-002 -1.512556055421394e+000 -1.719995769917551e-001 1.076749562167170e-001 3.633660345253375e-002 -1.090858119075605e-001 7.162915556373109e-002 2.060456684004357e-002
1.133333333333333e+000 -1.352515437429585e-001 2.664711136794062e-001 8.062499187111927e-002 1.367910720761681e+000 8.066469952495847e-002 -1.512426641696731e+000 -1.720037478857210e-001 1.077016610316254e-001 3.635777973324797e-002 -1.090864426708492e-001 7.166351032631715e-002 2.062237519440914e-002
1.141666666666667e+000 -1.352700888619386e-001 2.665024234293369e-001 8.062890465181273e-002 1.367778126062687e+000 8.060159292438773e-002 -1.512310311044841e+000 -1.720078034991162e-001 1.077251739203694e-001 3.637763308261521e-002 -1.090879399652007e-001 7.169390159298253e-002 2.063670728062085e-002
1.150000000000000e+000 -1.352817345163270e-001 2.665267452105486e-001 8.062593576131942e-002 1.367593441652703e+000 8.053344994112233e-002 -1.512220773474471e+000 -1.720108262091637e-001 1.077421746789340e-001 3.639377937711869e-002 -1.090900319778269e-001 7.171623066260086e-002 2.064438037936124e-002
1.158333333333333e+000 -1.352841020760430e-001 2.665414079868046e-001 8.061438414283315e-002 1.367351313568730e+000 8.046270853063287e-002 -1.512166545408717e+000 -1.720119623992047e-001 1.077503826747773e-001 3.640438266891407e-002 -1.090922439010439e-001 7.172774040048716e-002 2.064313825575050e-002
1.166666666666667e+000 -1.352763088443486e-001 2.665453330957371e-001 8.059365574716983e-002 1.367053438696913e+000 8.039121612962163e-002 -1.512149807468642e+000 -1.720106261997070e-001 1.077488905401047e-001 3.640848364160892e-002 -1.090940505519956e-001 7.172740730379487e-002 2.063205147261636e-002
1.175000000000000e+000 -1.352591473105179e-001 2.665392408246637e-001 8.056439916033840e-002 1.366708217125292e+000 8.031956592226863e-002 -1.512166281221530e+000 -1.720066684758084e-001 1.077383351694059e-001 3.640625466622624e-002 -1.090950443327446e-001 7.171611146572787e-002 2.061177762883121e-002
1.183333333333333e+000 -1.352349559429447e-001 2.665255650640654e-001 8.052854185170268e-002 1.366330901374675e+000 8.024713946499773e-002 -1.512206544582964e+000 -1.720004524540036e-001 1.077208629040473e-001 3.639902211661208e-002 -1.090950554832862e-001 7.169651900466478e-002 2.058459084842437e-002
1.191666666666667e+000 -1.352072244833551e-001 2.665080543440777e-001 8.048914500773337e-002 1.365943656626054e+000 8.017262767248234e-002 -1.512258339969883e+000 -1.719928257787712e-001 1.076998378198151e-001 3.638903644092715e-002 -1.090942058152335e-001 7.167265295738198e-002 2.055413463096070e-002
1.200000000000000e+000 -1.351800200219849e-001 2.664911367743999e-001 8.044998144879859e-002 1.365572931345409e+000 8.009450372809801e-002 -1.512308715223776e+000 -1.719849704762374e-001 1.076792909575801e-001 3.637909622736031e-002 -1.090928690100596e-001 7.164922606654836e-002 2.052486793088371e-002
1.208333333333333e+000 -1.351572524476995e-001 2.664791328597326e-001 8.041483891418118e-002 1.365243135280869e+000 8.001137523690560e-002 -1.512345699794205e+000 -1.719781326442846e-001 1.076631752294038e-001 3.637208630496263e-002 -1.090915422154157e-001 7.163082188143241e-002 2.050120686495056e-002
1.216666666666667e+000 -1.351418840155263e-001 2.664754165032089e-001 8.038670344575594e-002 1.364969910109668e+000 7.992237127918100e-002 -1.512359972744281e+000 -1.719733068578532e-001 1.076545681956383e-001 3.637040977898015e-002 -1.090906785925607e-001 7.162102648207611e-002 2.048653456583510e-002
1.225000000000000e+000 -1.351353519919991e-001 2.664817391978651e-001 8.036710007523351e-002 1.364757039197475e+000 7.982744175509859e-002 -1.512346348846239e+000 -1.719709907854204e-001 1.076550479212578e-001 3.637542442298790e-002 -1.090905371242267e-001 7.162172831126643e-002 2.048243908330260e-002
1.233333333333333e+000 -1.351373919269678e-001 2.664979287160504e-001 8.035583673174418e-002 1.364597788774106e+000 7.972742047096593e-002 -1.512304478206202e+000 -1.719710772648519e-001 1.076644282498217e-001 3.638711571372107e-002 -1.090910837497784e-001 7.163280483294196e-002 2.048846522856222e-002
1.241666666666667e+000 -1.351462222780374e-001 2.665220157283584e-001 8.035119227024337e-002 1.364478419394581e+000 7.962398045872932e-002 -1.512238596630031e+000 -1.719728897491947e-001 1.076808937528734e-001 3.640413086194913e-002 -1.090919727338787e-001 7.165225784653559e-002 2.050236279037128e-002
