---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.FileName = "..\Input\Subjects\PS\Overground Gait Trials\PS_ngait_og_ss11\PS_ngait_og_ss11-output-euler-trunk.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension
6.061666666666667e+000 1.475000243398861e-001 1.775389129538509e-001 1.035861253750718e+000 1.415354398324727e+000 -1.668876520803719e-002 3.087169808727698e+000 -2.872407212392349e-001 2.159798856781083e-001 6.474392436978882e-002 0.000000000000000e+000
6.069738562091503e+000 1.385429655144692e-001 1.768929013598108e-001 1.034592694890746e+000 1.414063766734899e+000 -1.552574942280716e-002 3.084894758232138e+000 -2.863996170412316e-001 2.155379005706875e-001 6.429268564653121e-002 0.000000000000000e+000
6.077810457516340e+000 1.294972459728541e-001 1.762235840535243e-001 1.033374262971502e+000 1.413427263261176e+000 -1.457524721648440e-002 3.082790202943343e+000 -2.856707622141307e-001 2.140569043763539e-001 6.373281680916823e-002 0.000000000000000e+000
6.085882352941177e+000 1.203404292886969e-001 1.755091740058853e-001 1.032209938291740e+000 1.413294599268136e+000 -1.386049790350863e-002 3.080697213211956e+000 -2.850092852474009e-001 2.117900971888304e-001 6.326641273562456e-002 0.000000000000000e+000
6.093954248366013e+000 1.110487549225915e-001 1.747278863996132e-001 1.031105652216024e+000 1.413533926992132e+000 -1.340937806131581e-002 3.078437891693520e+000 -2.843683442811668e-001 2.089601035938809e-001 6.316660641158119e-002 0.000000000000000e+000
6.102026143790850e+000 1.016015684003265e-001 1.738640999356129e-001 1.030071736504987e+000 1.414036283115084e+000 -1.319348625033157e-002 3.075859544497750e+000 -2.836370401532007e-001 2.057430273694282e-001 6.363790280246189e-002 0.000000000000000e+000
6.110098039215687e+000 9.198512913272557e-002 1.729154667882026e-001 1.029123755765245e+000 1.414719070667637e+000 -1.312517547628667e-002 3.072869614102737e+000 -2.826466999118149e-001 2.022498646450659e-001 6.475155938774030e-002 0.000000000000000e+000
6.118169934640523e+000 8.219684504258276e-002 1.718945965847795e-001 1.028281867017603e+000 1.415529691644159e+000 -1.305425360922574e-002 3.069462860393588e+000 -2.811800851187378e-001 1.985234298775774e-001 6.642195076789978e-002 0.000000000000000e+000
6.126241830065360e+000 7.224915076662615e-002 1.708246467198816e-001 1.027569271475712e+000 1.416457839688803e+000 -1.277562781915376e-002 3.065734143581599e+000 -2.789992868902564e-001 1.945380456199014e-001 6.842330499945755e-002 0.000000000000000e+000
6.134313725490197e+000 6.217021202702500e-002 1.697345854177806e-001 1.027010612520332e+000 1.417549312381421e+000 -1.206637853797510e-002 3.061862518726235e+000 -2.759036324353299e-001 1.901897166985590e-001 7.043822637851437e-002 0.000000000000000e+000
6.142385620915033e+000 5.200060078296898e-002 1.686570230707944e-001 1.026630162894347e+000 1.418911202170915e+000 -1.074940670671643e-002 3.058069342401027e+000 -2.718025617851139e-001 1.852877923340202e-001 7.213237760210846e-002 0.000000000000000e+000
6.150457516339870e+000 4.178821931942702e-002 1.676255486994943e-001 1.026450118211382e+000 1.420713382949302e+000 -8.751119625584281e-003 3.054573938785120e+000 -2.667670160711185e-001 1.795584287542266e-001 7.323066083482287e-002 0.000000000000000e+000
6.158529411764707e+000 3.158348628522350e-002 1.666695766808807e-001 1.026489926757783e+000 1.423187370860015e+000 -6.122634448567199e-003 3.051565964194059e+000 -2.610344499140412e-001 1.726635286357554e-001 7.356097713352885e-002 -2.775557561562893e-017
6.166601307189543e+000 2.143455768792193e-002 1.658092149239339e-001 1.026765359484846e+000 1.426597551195576e+000 -3.027542137016726e-003 3.049191302306145e+000 -2.549764990835056e-001 1.642561293710718e-001 7.305927434255935e-002 0.000000000000000e+000
6.174673202614380e+000 1.138154840113628e-002 1.650533575530064e-001 1.027284353545971e+000 1.431162671472182e+000 2.773492275127687e-004 3.047539848089351e+000 -2.490567456509257e-001 1.540888327593424e-001 7.175602053742604e-002 0.000000000000000e+000
6.182745098039217e+000 1.450387305621861e-003 1.644010309286850e-001 1.028039734884130e+000 1.436954413825725e+000 3.453113292330778e-003 3.046636899827987e+000 -2.437932017755188e-001 1.421417250408821e-001 6.976300340497564e-002 0.000000000000000e+000
