Time(sec)	Fx	Fy	Fz	Tx	Ty	Tz	GON	GRFz
5.116667	-3.700000	-0.070000	358.760000	-121.650000	45.100000	-17.630000	2.646700	0.000000	
5.124967	0.510000	-1.740000	361.890000	-115.100000	58.150000	-13.220000	2.644100	0.000000	
5.133367	6.620000	0.080000	360.330000	-110.510000	70.640000	-8.680000	2.645400	0.000000	
5.141667	12.380000	5.300000	359.490000	-108.020000	84.350000	-4.350000	2.659300	0.000000	
5.149967	17.190000	11.680000	360.620000	-105.070000	98.230000	0.030000	2.687100	0.000000	
5.158367	18.750000	14.980000	358.830000	-99.890000	105.850000	4.200000	2.714900	0.000000	
5.166667	16.820000	14.900000	353.280000	-92.500000	106.670000	8.110000	2.706000	0.000000	
5.174967	14.210000	14.430000	349.610000	-84.980000	108.600000	11.340000	2.695600	0.000000	
5.183367	13.570000	15.460000	354.480000	-79.660000	114.550000	13.550000	2.701700	0.000000	
5.191667	13.630000	19.000000	363.730000	-80.540000	120.950000	12.860000	2.720700	0.000000	
5.199967	11.700000	21.080000	370.220000	-81.640000	126.950000	10.340000	2.738600	0.000000	
5.208367	8.730000	21.300000	374.720000	-81.230000	132.730000	7.000000	2.729900	0.000000	
5.216667	7.230000	21.510000	377.800000	-79.310000	139.650000	4.260000	2.721100	0.000000	
5.224967	7.670000	23.460000	378.480000	-77.880000	148.540000	1.910000	2.724200	0.000000	
5.233367	7.570000	25.900000	375.000000	-78.070000	158.050000	-1.810000	2.729000	0.000000	
5.241667	6.410000	27.560000	367.820000	-80.000000	162.860000	-6.900000	2.740900	0.000000	
5.249967	5.420000	28.080000	357.950000	-82.630000	163.860000	-12.550000	2.765400	0.000000	
5.258367	7.360000	26.010000	350.850000	-80.680000	165.710000	-15.870000	2.790000	0.000000	
5.266667	12.060000	21.680000	346.770000	-73.780000	168.730000	-16.570000	2.813100	0.000000	
5.274967	16.600000	17.900000	343.100000	-64.390000	171.940000	-15.390000	2.836100	0.000000	
5.283367	19.080000	15.070000	337.980000	-55.080000	175.000000	-14.010000	2.841900	0.000000	
5.291667	19.960000	12.850000	329.610000	-46.740000	177.470000	-13.040000	2.825600	0.000000	
5.299967	21.990000	12.300000	318.760000	-38.780000	180.260000	-11.060000	2.817200	0.000000	
5.308367	24.960000	13.490000	306.780000	-31.580000	183.130000	-8.150000	2.849700	0.000000	
5.316667	26.740000	16.900000	296.740000	-27.600000	184.370000	-5.590000	2.882300	0.000000	
5.324967	25.780000	22.970000	287.340000	-28.140000	182.870000	-4.400000	2.893700	0.000000	
5.333367	23.160000	30.100000	277.270000	-29.980000	179.860000	-4.510000	2.893300	0.000000	
5.341667	21.040000	35.300000	267.510000	-30.910000	176.580000	-6.070000	2.892900	0.000000	
5.349967	19.010000	38.240000	260.320000	-31.990000	172.350000	-8.520000	2.892500	0.000000	
5.358367	16.300000	38.970000	259.300000	-33.130000	167.070000	-10.780000	2.892100	0.000000	
5.366667	12.670000	37.680000	265.470000	-33.810000	161.000000	-12.510000	2.901700	0.000000	
5.374967	10.110000	35.670000	271.870000	-33.910000	154.490000	-14.330000	2.915100	0.000000	
5.383367	9.980000	33.160000	273.030000	-32.080000	148.410000	-15.960000	2.915900	0.000200	
5.391667	12.270000	30.550000	273.240000	-27.280000	143.970000	-16.760000	2.906900	0.000600	
5.399967	16.240000	29.210000	276.550000	-21.980000	140.760000	-16.510000	2.897800	0.000900	
5.408367	21.380000	29.570000	283.290000	-17.210000	138.390000	-15.110000	2.901200	0.001000	
5.416667	26.570000	31.960000	289.160000	-11.040000	137.720000	-12.090000	2.907700	0.001000	
5.424967	32.130000	36.630000	292.370000	-2.640000	139.260000	-7.890000	2.915100	0.000700	
5.433367	37.520000	42.310000	294.010000	3.260000	140.090000	-6.200000	2.923000	0.000300	
5.441667	40.810000	47.160000	300.180000	5.150000	138.970000	-7.680000	2.929400	0.000000	
5.449967	41.500000	50.610000	311.740000	4.150000	136.110000	-11.360000	2.924900	0.000000	
5.458367	39.280000	51.300000	322.190000	3.320000	131.270000	-14.840000	2.920300	0.000000	
5.466667	34.150000	48.980000	329.110000	2.110000	123.760000	-18.440000	2.925900	0.000000	
5.474967	26.730000	46.780000	330.090000	-3.070000	114.800000	-22.420000	2.935400	0.000000	
5.483367	18.640000	45.480000	326.510000	-13.990000	104.510000	-27.820000	2.941400	0.000100	
5.491667	10.580000	43.930000	320.130000	-28.920000	93.150000	-34.550000	2.933500	0.000500	
5.499967	4.960000	40.440000	314.400000	-38.700000	84.260000	-38.670000	2.925600	0.000900	
5.508367	1.880000	35.960000	308.590000	-41.790000	78.820000	-38.780000	2.926500	0.000700	
5.516667	0.770000	33.960000	300.920000	-41.320000	75.320000	-35.960000	2.929700	0.000300	
5.524967	1.940000	35.420000	293.590000	-41.410000	72.800000	-33.270000	2.929000	0.000000	
5.533367	5.370000	40.060000	285.340000	-42.300000	72.630000	-30.240000	2.918400	0.000000	
