---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.FileName = "..\Input\Subjects\PS\Overground Gait Trials\PS_ngait_og_ss11\PS_ngait_og_ss11-output-euler-leftlegfootpostd.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotZ
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotX
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotX
6.061666666666667e+000 -2.591663633867106e-001 8.019794195594349e-002 9.846975466529578e-002 -2.939243062637726e+000 -2.860982073106175e-001 1.477726769049381e+000
6.069738562091503e+000 -2.694041616900086e-001 8.334715330388677e-002 9.756962812586943e-002 -2.944989465815038e+000 -2.927286519814067e-001 1.471650908709248e+000
6.077810457516340e+000 -2.776372066476684e-001 8.680347702444223e-002 9.605596733442659e-002 -2.950745723529482e+000 -2.926678118414094e-001 1.469924989784620e+000
6.085882352941177e+000 -2.840805672135143e-001 9.047588051958526e-002 9.401232815526696e-002 -2.956826510703555e+000 -2.863594564750516e-001 1.471817622541263e+000
6.093954248366013e+000 -2.890372905647557e-001 9.422404440805664e-002 9.155459100253192e-002 -2.963943617354704e+000 -2.748292794275145e-001 1.476288737550518e+000
6.102026143790850e+000 -2.928791908960816e-001 9.787516824509879e-002 8.881043688216320e-002 -2.972926089776383e+000 -2.593236208762479e-001 1.482150582154417e+000
6.110098039215687e+000 -2.960105597716600e-001 1.012493880896954e-001 8.590428647131802e-002 -2.984360726020609e+000 -2.409129488676207e-001 1.488180808506420e+000
6.118169934640523e+000 -2.988084006811719e-001 1.041853312224339e-001 8.294853962466987e-002 -2.998318983135939e+000 -2.202645285565397e-001 1.493470862624669e+000
6.126241830065360e+000 -3.015554897091248e-001 1.065609693033145e-001 8.003982508279299e-002 -3.014228011161738e+000 -1.976900012122802e-001 1.497927079476979e+000
6.134313725490197e+000 -3.043927020638547e-001 1.083103213872419e-001 7.725870369907881e-002 -3.030915552629854e+000 -1.734377409692036e-001 1.502474400233788e+000
6.142385620915033e+000 -3.073073761004365e-001 1.094345613442532e-001 7.467147779549886e-002 -3.046893271892933e+000 -1.480764199884395e-001 1.508646100925389e+000
6.150457516339870e+000 -3.101626535770600e-001 1.100005104338775e-001 7.233470577310014e-002 -3.060826711797370e+000 -1.227327313343087e-001 1.517757489122368e+000
6.158529411764707e+000 -3.127619944483453e-001 1.101237524840850e-001 7.030283885117358e-002 -3.071967955370974e+000 -9.898373363073865e-002 1.530169717886929e+000
6.166601307189543e+000 -3.149273083730463e-001 1.099435627475941e-001 6.863410205564231e-002 -3.080315233488035e+000 -7.839797266196946e-002 1.545067739897488e+000
6.174673202614380e+000 -3.165603909470242e-001 1.095970829956734e-001 6.738437938106190e-002 -3.086414504180864e+000 -6.196799061268798e-002 1.560885704089766e+000
6.182745098039217e+000 -3.176672327379685e-001 1.091958789794394e-001 6.658382577137681e-002 -3.090958012495053e+000 -4.978867882074956e-002 1.576079966663049e+000
6.190816993464053e+000 -3.183418455347999e-001 1.088127900408293e-001 6.620644951878851e-002 -3.094471349648332e+000 -4.118773406596477e-002 1.589681054533059e+000
6.198888888888890e+000 -3.187220120222379e-001 1.084881767562423e-001 6.615535092720648e-002 -3.097232962786920e+000 -3.518609784752735e-002 1.601325432226403e+000
6.206960784313726e+000 -3.189409330629106e-001 1.082484442954503e-001 6.628071310903144e-002 -3.099337256180554e+000 -3.094527924712964e-002 1.610981267964313e+000
6.215032679738563e+000 -3.190950770760181e-001 1.081165815129080e-001 6.642428157213080e-002 -3.100782987412238e+000 -2.795583619243613e-002 1.618728010195025e+000
6.223104575163400e+000 -3.192344010870250e-001 1.081060147056986e-001 6.646578563338172e-002 -3.101561604202026e+000 -2.597408350734121e-002 1.624709193690599e+000
6.231176470588236e+000 -3.193713485133181e-001 1.082098061944606e-001 6.634966335582511e-002 -3.101733863759081e+000 -2.485385227503789e-002 1.629176195690500e+000
6.239248366013073e+000 -3.194998319487378e-001 1.083991956209904e-001 6.608485255678019e-002 -3.101453788495403e+000 -2.441401340902361e-002 1.632505011486057e+000
6.247320261437910e+000 -3.196123792105888e-001 1.086318334635677e-001 6.572416020908649e-002 -3.100927327399296e+000 -2.440595868537931e-002 1.635109442134484e+000
6.255392156862746e+000 -3.197077151455947e-001 1.088635417851691e-001 6.533722462077624e-002 -3.100341037234192e+000 -2.455771401011653e-002 1.637288191335692e+000
6.263464052287583e+000 -3.197902176203459e-001 1.090595847471984e-001 6.498866199514583e-002 -3.099808229960219e+000 -2.463378617476297e-002 1.639125202447156e+000
6.271535947712420e+000 -3.198665205681374e-001 1.092013500633701e-001 6.472483085133442e-002 -3.099361242315904e+000 -2.447486680027544e-002 1.640497903230699e+000
6.279607843137256e+000 -3.199423744302697e-001 1.092855861526055e-001 6.456747815712037e-002 -3.098981892073541e+000 -2.401624677315506e-002 1.641157986873642e+000
6.287679738562093e+000 -3.200214781496801e-001 1.093192975435412e-001 6.451322500117880e-002 -3.098635345295024e+000 -2.328762207558088e-002 1.640842464005362e+000
6.295751633986930e+000 -3.201064740512876e-001 1.093155942444075e-001 6.453943464059295e-002 -3.098283638665254e+000 -2.238692264425590e-002 1.639390909132094e+000
6.303823529411766e+000 -3.201993273971087e-001 1.092907945026868e-001 6.461506595396167e-002 -3.097886541819234e+000 -2.142972282010303e-002 1.636841263999789e+000
6.311895424836603e+000 -3.202993311524097e-001 1.092597494186862e-001 6.471217649645829e-002 -3.097411726360176e+000 -2.049880704802432e-002 1.633459016395170e+000
6.319967320261440e+000 -3.204017427129908e-001 1.092307927559433e-001 6.481328808608870e-002 -3.096858328597361e+000 -1.962134624273193e-002 1.629674169914016e+000
6.328039215686276e+000 -3.204999914527602e-001 1.092053314652732e-001 6.491224917278499e-002 -3.096270623483292e+000 -1.877719557917512e-002 1.625971083280762e+000
6.336111111111113e+000 -3.205887700642204e-001 1.091818606724592e-001 6.501067642467531e-002 -3.095723558060779e+000 -1.792151277939746e-002 1.622794953856235e+000
6.344183006535950e+000 -3.206644716124029e-001 1.091593230411352e-001 6.511390944933058e-002 -3.095291768785152e+000 -1.700743219010792e-002 1.620479830774556e+000
6.352254901960786e+000 -3.207251968456887e-001 1.091389408842434e-001 6.522669094409465e-002 -3.095017617673268e+000 -1.600849102470581e-002 1.619175220299431e+000
6.360326797385623e+000 -3.207729012557937e-001 1.091267465342582e-001 6.534746666966060e-002 -3.094883876139106e+000 -1.494188690842657e-002 1.618776530429629e+000
6.368398692810460e+000 -3.208138127020565e-001 1.091337687447708e-001 6.546577713249385e-002 -3.094813076004868e+000 -1.387647622704535e-002 1.618901014749116e+000
6.376470588235296e+000 -3.208542605541368e-001 1.091706360210422e-001 6.556838409490125e-002 -3.094712270075662e+000 -1.290352212578627e-002 1.618974864035359e+000
