Time(sec),Fx,Fy,Fz,Tx,Ty,Tz,GON,GRFz
6.333333,14.410000,1.810000,330.400000,-24.520000,175.550000,-16.890000,2.779800,0.000000,
6.341633,19.170000,4.970000,321.150000,-16.580000,175.380000,-15.460000,2.789800,0.000000,
6.349933,22.450000,8.160000,308.710000,-12.430000,173.680000,-14.890000,2.772300,0.000000,
6.358333,25.770000,11.090000,298.880000,-6.460000,172.610000,-12.480000,2.754800,0.000000,
6.366633,29.300000,13.690000,291.780000,1.990000,172.870000,-7.830000,2.778300,0.000000,
6.374933,32.320000,15.590000,286.160000,10.100000,174.120000,-2.740000,2.809700,0.000000,
6.383333,33.870000,16.710000,283.120000,15.350000,175.030000,0.700000,2.827300,0.000000,
6.391633,33.930000,17.960000,280.370000,15.950000,174.450000,2.320000,2.815700,0.000000,
6.399933,34.190000,19.790000,278.360000,14.240000,172.160000,2.950000,2.803700,0.000000,
6.408333,34.930000,22.030000,278.570000,11.530000,168.610000,2.940000,2.789000,0.000000,
6.416633,35.730000,24.300000,282.480000,8.850000,164.950000,2.610000,2.774300,0.000000,
6.424933,35.880000,26.910000,285.640000,3.810000,161.160000,1.370000,2.779700,0.000300,
6.433333,35.320000,29.310000,287.640000,-4.840000,156.510000,-2.030000,2.796300,0.000700,
6.441633,34.420000,31.620000,289.790000,-15.740000,150.630000,-6.990000,2.804900,0.000900,
6.449933,33.250000,33.810000,292.330000,-27.730000,144.190000,-12.760000,2.787800,0.000500,
6.458333,31.960000,34.880000,298.050000,-36.620000,139.780000,-17.580000,2.770800,0.000100,
6.466633,30.570000,34.340000,308.230000,-41.400000,138.020000,-21.350000,2.778900,0.000000,
6.474933,28.710000,32.480000,321.780000,-43.500000,137.110000,-24.850000,2.796800,0.000000,
6.483333,26.360000,29.830000,335.120000,-45.270000,135.510000,-28.810000,2.805400,0.000000,
6.491633,23.790000,27.260000,344.350000,-47.360000,134.160000,-33.310000,2.794300,0.000000,
6.499933,21.300000,25.860000,347.970000,-48.490000,134.290000,-36.910000,2.783200,0.000000,
6.508333,19.110000,25.880000,347.180000,-48.040000,135.950000,-39.040000,2.812100,0.000000,
6.516633,18.340000,27.490000,348.320000,-47.150000,136.800000,-40.390000,2.851000,0.000000,
6.524933,18.840000,30.790000,350.910000,-48.250000,135.390000,-42.560000,2.851800,0.000000,
6.533333,18.730000,33.460000,349.620000,-48.640000,133.080000,-44.520000,2.831200,0.000000,
6.541633,17.690000,34.480000,342.330000,-46.540000,131.840000,-45.280000,2.813500,0.000000,
6.549933,16.040000,34.040000,329.790000,-42.020000,131.880000,-44.770000,2.817700,0.000000,
6.558333,16.040000,33.660000,324.570000,-37.390000,130.380000,-43.850000,2.821800,0.000000,
6.566633,17.550000,32.870000,328.870000,-32.280000,126.800000,-42.460000,2.816500,0.000000,
6.574933,18.940000,32.340000,335.130000,-27.110000,123.110000,-39.800000,2.807400,0.000000,
6.583333,18.880000,32.010000,336.190000,-21.880000,121.140000,-35.820000,2.799300,0.000000,
