index,x,y,z
31,-71.648681640625,-6.52165412902832,184.67327880859375
32,-70.27327728271484,-6.668421268463135,184.91358947753906
33,-71.47754669189453,-7.567077159881592,184.92901611328125
36,-70.33928680419922,-7.638075828552246,185.1915740966797
37,-67.97504425048828,5.643834590911865,184.2376251220703
38,-66.88568878173828,4.946407794952393,184.5732421875
39,-67.70327758789062,3.8732194900512695,184.2343292236328
42,-71.63773345947266,-8.321224212646484,185.13375854492188
43,-83.22095489501953,-2.137246608734131,185.93162536621094
44,-83.50301361083984,-0.4566597640514374,185.8011474609375
45,-82.20572662353516,-1.1847178936004639,185.40570068359375
47,-67.66425323486328,0.7633438110351562,184.22621154785156
49,-67.67304992675781,-0.7633554339408875,184.30328369140625
53,-67.46719360351562,10.400200843811035,184.6796112060547
54,-66.57695007324219,9.156392097473145,184.9049835205078
55,-68.31595611572266,8.904810905456543,184.35977172851562
58,-80.5067367553711,9.832160949707031,185.29273986816406
59,-80.51131439208984,8.596731185913086,184.92739868164062
60,-81.83432006835938,8.836105346679688,185.62423706054688
61,-81.41558837890625,7.322791576385498,185.0950927734375
67,-70.29212951660156,15.023544311523438,185.1014404296875
68,-68.85782623291016,14.272092819213867,185.0234375
69,-70.00955963134766,13.3225736618042,184.6665802001953
71,-67.67747497558594,-2.7725703716278076,184.61134338378906
76,-84.09795379638672,9.34633731842041,186.93804931640625
77,-83.58485412597656,10.899018287658691,187.03915405273438
78,-82.98702239990234,9.498767852783203,186.3643035888672
89,-123.16693878173828,7.6988654136657715,184.02593994140625
93,-123.49352264404297,13.699462890625,184.2255096435547
97,-123.48785400390625,15.456948280334473,184.54559326171875
98,-124.54962921142578,16.072067260742188,185.03854370117188
99,-112.84562683105469,-12.475829124450684,186.2390594482422
100,-113.98626708984375,-12.672142028808594,186.12303161621094
101,-113.08901977539062,-11.551861763000488,185.73410034179688
102,-116.1688232421875,-11.880014419555664,185.48480224609375
103,-115.54190826416016,-12.855315208435059,186.03973388671875
104,-116.98992919921875,-12.472387313842773,185.85617065429688
105,-107.01646423339844,7.579122066497803,187.15419006347656
106,-108.21682739257812,8.075699806213379,186.6695098876953
107,-106.95628356933594,9.151968955993652,187.32696533203125
111,-102.72442626953125,-2.6289873123168945,187.79013061523438
112,-103.57235717773438,-4.032817840576172,187.41653442382812
113,-104.2574234008789,-2.80135440826416,187.1363525390625
115,-103.16648864746094,-8.04348087310791,188.07681274414062
116,-102.09466552734375,-6.618556022644043,188.201904296875
117,-101.91365051269531,-8.208635330200195,188.56570434570312
152,-63.48362350463867,25.092876434326172,194.73184204101562
156,-113.81452178955078,24.96995735168457,191.75711059570312
157,-113.12696838378906,23.931013107299805,191.04405212402344
158,-114.400390625,23.963329315185547,190.4163360595703
159,-112.41364288330078,24.860307693481445,192.4461212158203
165,-78.5518569946289,27.997434616088867,195.6468505859375
166,-77.28421783447266,28.52802276611328,196.1988067626953
167,-77.37606048583984,27.499282836914062,194.52513122558594
190,-119.36559295654297,27.126489639282227,193.22344970703125
191,-119.311767578125,26.352088928222656,191.77407836914062
192,-120.64525604248047,26.77057456970215,192.51788330078125
