Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile1.PelvisPosX,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile1.PelvisPosY,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile1.PelvisPosZ,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile1.PelvisRotX,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile1.PelvisRotY,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile1.PelvisRotZ,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile1.PelvisThoraxExtension,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile1.PelvisThoraxRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile1.SkullThoraxFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile1.SkullThoraxLateralBending,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile1.SkullThoraxRotation
 5.958333333333333e+000, 2.366643597128191e-001, 1.822790270335857e-001, 1.469832961430680e+000,-1.669450950738543e+000,-2.956622664468871e+000,-2.717577168708951e-002,-5.501331293445964e-001, 4.816978902604224e-002,-5.314713542671137e-002,-1.704572594185549e-011,-1.167510532695815e-012,-4.103106743258422e-013
 5.966666666666667e+000, 2.353191048435661e-001, 1.824599080872789e-001, 1.469871353584590e+000,-1.670523600659319e+000,-2.955134911861393e+000,-2.578130552029290e-002,-5.508874605796851e-001, 4.915026872288997e-002,-5.342346955674072e-002,-5.454711959895775e-010,-3.726574604456800e-011,-1.308317343351462e-011
 5.975000000000000e+000, 2.339120157155154e-001, 1.826408305692431e-001, 1.469903299330079e+000,-1.671550230604544e+000,-2.953684474867615e+000,-2.431558300520953e-002,-5.516041910857629e-001, 5.012261548597386e-002,-5.365513204230438e-002,-1.745534511377045e-008,-1.189012666102940e-009,-4.171566980737395e-010
 5.983333333333333e+000, 2.324435067094356e-001, 1.828195046103082e-001, 1.469926586450877e+000,-1.672516144491556e+000,-2.952280045645802e+000,-2.278564791882820e-002,-5.522811085726117e-001, 5.107517714876851e-002,-5.385433276902006e-002,-5.585806727992360e-007,-3.792004388269987e-008,-1.330099827501208e-008
 5.991666666666666e+000, 2.309134306192026e-001, 1.829943716267758e-001, 1.469939550748209e+000,-1.673412213982949e+000,-2.950926576285546e+000,-2.120083094219893e-002,-5.529201784233245e-001, 5.200343559078721e-002,-5.402915863683100e-002, 4.460321001431565e-014,-6.222355963814151e-012, 1.117103631820271e-011
 6.000000000000000e+000, 2.293212127618847e-001, 1.831647901997974e-001, 1.469940835587759e+000,-1.674233250844694e+000,-2.949628156624458e+000,-1.957468180460920e-002,-5.535234016324913e-001, 5.290705582050013e-002,-5.418198726777477e-002, 1.391886605972559e-012,-1.990494435943901e-010, 3.575115203879875e-010
 6.008333333333333e+000, 2.276659033980574e-001, 1.833312206176790e-001, 1.469929180353539e+000,-1.674976918471634e+000,-2.948389769667534e+000,-1.792636373240031e-002,-5.540896302038320e-001, 5.378741468797548e-002,-5.430871242656624e-002, 4.325964586548992e-011,-6.367361082837419e-009, 1.144160033383912e-008
 6.016666666666667e+000, 2.259461898040017e-001, 1.834953278290757e-001, 1.469903274113763e+000,-1.675643390583348e+000,-2.947218016010202e+000,-1.628109789854504e-002,-5.546125879064534e-001, 5.464637439670743e-002,-5.439887298013775e-002, 1.336838723053901e-009,-2.036871233901394e-007, 3.661691715395321e-007
 6.025000000000000e+000, 2.241604827052081e-001, 1.836598065290244e-001, 1.469861749463792e+000,-1.676235046530802e+000,-2.946120569855820e+000,-1.466874874186708e-002,-5.550812042368816e-001, 5.548590686493230e-002,-5.443735911294947e-002,-2.227162898549295e-012, 1.255284765022679e-011, 6.988187806200582e-012
 6.033333333333333e+000, 2.223071398841001e-001, 1.838277461033915e-001, 1.469803358011728e+000,-1.676755499893946e+000,-2.945104520942845e+000,-1.311941193697574e-002,-5.554826937608137e-001, 5.630808884830406e-002,-5.440873159924323e-002,-7.112466171577124e-011, 4.017612909024136e-010, 2.235547302831264e-010
 6.041666666666666e+000, 2.203847565701296e-001, 1.840017862722057e-001, 1.469727208914990e+000,-1.677208129047172e+000,-2.944174732354962e+000,-1.165751670373449e-002,-5.558065635676468e-001, 5.711521290838344e-002,-5.430273717768450e-002,-2.271293292332999e-009, 1.285837658571154e-008, 7.151598396815118e-009
 6.050000000000000e+000, 2.183923345813391e-001, 1.841836151414399e-001, 1.469632886431084e+000,-1.677594993137172e+000,-2.943333353836508e+000,-1.029812873780234e-002,-5.560468609510325e-001, 5.790991147404270e-002,-5.411776077386451e-002,-7.253252778949282e-008, 4.115318595898643e-007, 2.287829907743344e-007
 6.058333333333333e+000, 2.163292504006572e-001, 1.843739781130171e-001, 1.469520400135036e+000,-1.677916311696940e+000,-2.942580287531802e+000,-9.046777115374827e-003,-5.562022123007878e-001, 5.869462052589443e-002,-5.386130906739639e-002,-2.845390589811814e-012, 8.016809438515793e-012,-1.532599047671113e-011
 6.066666666666666e+000, 2.141951385827851e-001, 1.845729093290585e-001, 1.469390030194385e+000,-1.678170040081683e+000,-2.941913949515617e+000,-7.900990128331564e-003,-5.562747709357575e-001, 5.946996205108104e-002,-5.354887776263328e-002,-9.095002528880514e-011, 2.564889411971194e-010,-4.904754102863507e-010
 6.075000000000000e+000, 2.119897900745724e-001, 1.847799295010611e-001, 1.469242151837796e+000,-1.678351564856921e+000,-2.941332164508911e+000,-6.851789979917644e-003,-5.562687246756516e-001, 6.023312153706804e-002,-5.320202105122442e-002,-2.906838658667255e-009, 8.206245682984559e-009,-1.569659333067186e-008
 6.083333333333333e+000, 2.097130504080689e-001, 1.849941760078455e-001, 1.469077121883454e+000,-1.678453830277182e+000,-2.940832912137672e+000,-5.884892012514964e-003,-5.561889264183725e-001, 6.097757088333586e-002,-5.284577344410588e-002,-9.289790856015223e-008, 2.625566091207787e-007,-5.023355167943500e-007
 6.091666666666667e+000, 2.073646929997892e-001, 1.852145109383702e-001, 1.468895231323565e+000,-1.678467816449356e+000,-2.940414465495744e+000,-4.982017224190560e-003,-5.560402352112911e-001, 6.169402381813722e-002,-5.250582122520799e-002,-1.434408147815702e-013,-1.020922235639432e-010,-5.364170219124276e-011
 6.100000000000000e+000, 2.049443010616835e-001, 1.854396149254835e-001, 1.468696649296219e+000,-1.678383084765390e+000,-2.940075054160973e+000,-4.122412427560285e-003,-5.558273178591907e-001, 6.237146776442607e-002,-5.220610261009420e-002,-5.507538869409244e-012,-3.267185411104378e-009,-1.716079917057911e-009
 6.108333333333333e+000, 2.024511964290230e-001, 1.856680641072468e-001, 1.468481327769746e+000,-1.678188283053813e+000,-2.939812577938557e+000,-3.284330625972665e-003,-5.555543246519484e-001, 6.299774536848636e-002,-5.196703719844274e-002,-2.039526048047690e-010,-1.045571537128253e-007,-5.490054963419587e-008
 6.116666666666666e+000, 1.998843935611861e-001, 1.858984167212651e-001, 1.468248961623895e+000,-1.677871647576901e+000,-2.939623829596362e+000,-2.446445527535257e-003,-5.552253760112256e-001, 6.356013212956632e-002,-5.180387424046819e-002, 7.827072323607354e-014,-1.483257960899209e-013, 2.804700915959302e-013
 6.125000000000000e+000, 1.972426375264396e-001, 1.861293279978252e-001, 1.467998855822162e+000,-1.677422803300692e+000,-2.939507300527223e+000,-1.588917784103305e-003,-5.548410537444429e-001, 6.404800919098054e-002,-5.172591332077652e-002, 2.476990834665571e-012,-4.760303262685284e-012, 8.928746630942896e-012
 6.133333333333333e+000, 1.945244705234833e-001, 1.863596445673189e-001, 1.467730413955262e+000,-1.676833135820477e+000,-2.939456415185317e+000,-6.950979996815931e-004,-5.544075959228750e-001, 6.445279885206966e-002,-5.173508140660927e-002, 7.917330679951816e-011,-1.523180470641705e-010, 2.857485914553592e-010
 6.141666666666667e+000, 1.917285385268009e-001, 1.865885243637282e-001, 1.467443035785645e+000,-1.676098777294033e+000,-2.939465171899330e+000, 2.476809328468832e-004,-5.539308776855190e-001, 6.477174912576485e-002,-5.182668970977033e-002, 2.530515158527535e-009,-4.873963899143519e-009, 9.144901808033623e-009
 6.150000000000000e+000, 1.888537607297584e-001, 1.868155511441690e-001, 1.467136455644134e+000,-1.675221216801537e+000,-2.939524800520933e+000, 1.246730455704448e-003,-5.534213790010157e-001, 6.500833190419054e-002,-5.198892952371615e-002, 8.087496525255311e-008,-1.559620936841810e-007, 2.926671447966989e-007
 6.158333333333333e+000, 1.858994506658042e-001, 1.870408092051907e-001, 1.466810805649984e+000,-1.674208378411937e+000,-2.939624500220308e+000, 2.303692673408353e-003,-5.528936642141342e-001, 6.517403499058282e-002,-5.220379277625794e-002,-5.367928324062632e-012, 1.202959953872096e-011, 7.892519970909007e-012
 6.166666666666666e+000, 1.828654127106366e-001, 1.872648488914790e-001, 1.466466655806475e+000,-1.673074693189607e+000,-2.939751958854926e+000, 3.415275700608955e-003,-5.523661237645882e-001, 6.528914443398041e-002,-5.244916879651838e-002,-1.716824182818043e-010, 3.850388896609046e-010, 2.524919162638638e-010
 6.175000000000000e+000, 1.797518549587609e-001, 1.874885156356834e-001, 1.466104801287797e+000,-1.671838005345318e+000,-2.939895747981783e+000, 4.575473845850109e-003,-5.518574339631646e-001, 6.537891570550879e-002,-5.270286103580239e-002,-5.490726040502381e-009, 1.232400859141336e-008, 8.077600532896412e-009
 6.183333333333334e+000, 1.765589933055222e-001, 1.877126321944388e-001, 1.465725705798884e+000,-1.670513120051311e+000,-2.940049992328099e+000, 5.779358842718185e-003,-5.513785583711293e-001, 6.546450092918463e-002,-5.294855761580566e-002,-1.755979308071254e-007, 3.944578561565493e-007, 2.584169755404098e-007
