---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.UpdData = 1091
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FileName = "..\Trials\jw_chairrise1\FullBody-jw_chairrise1-euler-rightfoot.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.Width = 23
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.FormatStr = "%23.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Values = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.SepSpaceAutoOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ShortenNamesOnOff = Off
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ColumnIDString = "col"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotX
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotZ
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosX
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosY
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosZ
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosX
col11  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosY
col12  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosZ
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosZ
4.250000000000000e-001 -7.554110418996162e-001 3.150393353663563e-001 7.680397145842229e-002 1.370589082998884e+000 5.454418378537440e-002 -9.980066267669557e-001 -7.090191968414810e-001 1.582979656407775e-001 3.643790876107035e-002 -6.362526844158324e-001 1.577428964212743e-001 2.189145998720124e-002
4.333333333333334e-001 -7.553940177710007e-001 3.150212795917919e-001 7.677252858762440e-002 1.370582468399332e+000 5.449084014735339e-002 -9.980870952253733e-001 -7.090137863896829e-001 1.582742400543309e-001 3.641513741460413e-002 -6.362469789272505e-001 1.577126374871530e-001 2.187041539446432e-002
4.416666666666667e-001 -7.553847842071240e-001 3.150131993751135e-001 7.675675272361801e-002 1.370638999501583e+000 5.446091318729107e-002 -9.981291241256920e-001 -7.090090542402521e-001 1.582642872591915e-001 3.640146175019216e-002 -6.362413464394874e-001 1.576994814399446e-001 2.186136889731126e-002
4.500000000000000e-001 -7.553844789487775e-001 3.150164498247670e-001 7.675829493977594e-002 1.370757671012915e+000 5.445574168610112e-002 -9.981281281027460e-001 -7.090054730301217e-001 1.582697002763185e-001 3.639836920857057e-002 -6.362362798910035e-001 1.577053670900301e-001 2.186569353277405e-002
4.583333333333333e-001 -7.553928253323595e-001 3.150307350922857e-001 7.677631174382599e-002 1.370927103298004e+000 5.447365315402286e-002 -9.980870488605806e-001 -7.090034785761303e-001 1.582897713974100e-001 3.640580150965698e-002 -6.362323428440362e-001 1.577293069447275e-001 2.188270651514086e-002
4.666666666666667e-001 -7.554082224935990e-001 3.150540975961403e-001 7.680743132853356e-002 1.371126867326632e+000 5.451029056607970e-002 -9.980148519065736e-001 -7.090032980684204e-001 1.583215869361905e-001 3.642200845892198e-002 -6.362299827288244e-001 1.577676010204578e-001 2.190959038162722e-002
4.750000000000000e-001 -7.554280571733333e-001 3.150832078866742e-001 7.684633671132460e-002 1.371331488795699e+000 5.455921613125581e-002 -9.979249511343584e-001 -7.090049262933948e-001 1.583604863354006e-001 3.644385216023287e-002 -6.362294614244504e-001 1.578144342328319e-001 2.194191626975164e-002
4.833333333333333e-001 -7.554491444280758e-001 3.151138710058909e-001 7.688669317522065e-002 1.371515075464814e+000 5.461268745411418e-002 -9.978330369225099e-001 -7.090081250394573e-001 1.584007836266978e-001 3.646740011778969e-002 -6.362308027855381e-001 1.578627838068781e-001 2.197448715646965e-002
4.916666666666666e-001 -7.554681940811591e-001 3.151417101307307e-001 7.692217282235347e-002 1.371655545376279e+000 5.466275206205173e-002 -9.977544950021368e-001 -7.090124013314628e-001 1.584366894059005e-001 3.648858420270557e-002 -6.362337267705119e-001 1.579055588104254e-001 2.200221012900885e-002
5.000000000000000e-001 -7.554822908106055e-001 3.151629285974800e-001 7.694739841525698e-002 1.371737439439723e+000 5.470203326758827e-002 -9.977020440207456e-001 -7.090170631003578e-001 1.584632644689878e-001 3.650389257207221e-002 -6.362376764628811e-001 1.579367457433643e-001 2.202092799069031e-002
5.083333333333333e-001 -7.554893256481394e-001 3.151749421702034e-001 7.695870242784733e-002 1.371753181163341e+000 5.472436916787293e-002 -9.976842626933813e-001 -7.090214022210513e-001 1.584771680462826e-001 3.651097114390338e-002 -6.362419908253432e-001 1.579522760245262e-001 2.202807193065587e-002
5.166666666666666e-001 -7.554883009308986e-001 3.151767025467295e-001 7.695461734289791e-002 1.371703619920545e+000 5.472596015425779e-002 -9.977048956829736e-001 -7.090249025474968e-001 1.584770643861838e-001 3.650890928809311e-002 -6.362461153348723e-001 1.579504986990930e-001 2.202293452634503e-002
5.250000000000000e-001 -7.554794880633383e-001 3.151687151671227e-001 7.693604826493482e-002 1.371598169845717e+000 5.470643122995256e-002 -9.977624715258907e-001 -7.090273579591083e-001 1.584636976373798e-001 3.649823948629559e-002 -6.362497265755052e-001 1.579322964748157e-001 2.200663545644004e-002
5.333333333333333e-001 -7.554643890254664e-001 3.151528524736756e-001 7.690609628655030e-002 1.371453690682440e+000 5.466885072424454e-002 -9.978504341459780e-001 -7.090288833219269e-001 1.584396774202237e-001 3.648080885704883e-002 -6.362527565963252e-001 1.579008579181671e-001 2.198192418530040e-002
5.416666666666666e-001 -7.554454221520544e-001 3.151320083037981e-001 7.686950254014760e-002 1.371291679284858e+000 5.461877488945888e-002 -9.979581722200729e-001 -7.090298115338067e-001 1.584089972444994e-001 3.645950149489542e-002 -6.362553163969367e-001 1.578610989927652e-001 2.195276962859475e-002
5.499999999999999e-001 -7.554253708013342e-001 3.151096012938340e-001 7.683177244695590e-002 1.371134898677433e+000 5.456293847774796e-002 -9.980727954072689e-001 -7.090304768482953e-001 1.583763443679332e-001 3.643772242073337e-002 -6.362575102381013e-001 1.578188150900763e-001 2.192369140873552e-002
5.583333333333334e-001 -7.554068264449608e-001 3.150889956685188e-001 7.679819187835146e-002 1.371004366980360e+000 5.450795960592036e-002 -9.981813769331703e-001 -7.090310570384351e-001 1.583463136258017e-001 3.641875494513540e-002 -6.362593052032147e-001 1.577797043213929e-001 2.189898590115339e-002
5.666666666666667e-001 -7.553918398128078e-001 3.150729625862447e-001 7.677298428925936e-002 1.370916369237027e+000 5.445920316963604e-002 -9.982733664992901e-001 -7.090316535317813e-001 1.583226608287535e-001 3.640523334919439e-002 -6.362606402984546e-001 1.577484196396575e-001 2.188206274450028e-002
5.750000000000000e-001 -7.553817437454380e-001 3.150632811572912e-001 7.675873776581625e-002 1.370879998273652e+000 5.442005783585602e-002 -9.983423673072716e-001 -7.090324395326356e-001 1.583077503843270e-001 3.639879648599580e-002 -6.362616003412360e-001 1.577278683472693e-001 2.187497796041947e-002
