---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.UpdData = 1301
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FileName = "..\Trials\jw_ngait_og3\FullBody-jw_ngait_og3-euler-rightfoot.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.Width = 23
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.NumberFormat.FormatStr = "%23.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Values = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.SepSpaceAutoOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ShortenNamesOnOff = Off
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.Header.ColumnIDString = "col"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotX
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotZ
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosX
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosY
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosZ
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosX
col11  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosY
col12  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosZ
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeLateralContactNodePosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFileRightFoot.FootGlobalToeMedialContactNodePosZ
1.858333333333333e+000 1.088310079129756e+000 2.400338663067209e-001 1.482094881790528e-001 1.190348129668107e+000 2.590719747590966e-001 -3.107655281907898e+000 9.396533271677349e-001 2.860514437251149e-001 8.535472613829111e-002 9.084250087376135e-001 2.271914822196780e-001 5.265246992487473e-002
1.866666666666667e+000 1.054652903658189e+000 2.400598921818174e-001 1.408434790200391e-001 1.194605440865028e+000 1.984515699448233e-001 -3.107727284741471e+000 9.025096961261474e-001 2.858711012166575e-001 8.679770235631801e-002 8.693128418549960e-001 2.268489492941556e-001 5.640864263444526e-002
1.875000000000000e+000 1.020738261217384e+000 2.401093016328868e-001 1.342414879720657e-001 1.199684384104836e+000 1.382554839667749e-001 -3.108592108320241e+000 8.656970918837985e-001 2.858359662129459e-001 8.909199844434518e-002 8.306489665106691e-001 2.266677070263174e-001 6.116555014715092e-002
1.883333333333333e+000 9.867734236678760e-001 2.401885284544199e-001 1.284860837007598e-001 1.205709536534501e+000 7.867357793928309e-002 -3.110401665206789e+000 8.294286929170333e-001 2.859781995804595e-001 9.224922167228859e-002 7.926537622540453e-001 2.266879591968424e-001 6.692310132534562e-002
1.891666666666667e+000 9.529568505238616e-001 2.403089358861434e-001 1.236389108194941e-001 1.212904755976106e+000 1.991670761179498e-002 -3.113265826293850e+000 7.938978008116839e-001 2.863235913660293e-001 9.625207762755836e-002 7.555293175805338e-001 2.269401885306813e-001 7.365536405946965e-002
1.900000000000000e+000 9.194816137818227e-001 2.404855274762469e-001 1.197390299601544e-001 1.221584612651388e+000 -3.776461919391538e-002 -3.117251372303466e+000 7.592796928749725e-001 2.868890626604236e-001 1.010514697469340e-001 7.194627753771801e-001 2.274425067056336e-001 8.130658261303259e-002
1.908333333333333e+000 8.865386264229159e-001 2.407357198893280e-001 1.167997920360681e-001 1.232126639253635e+000 -9.407208755089758e-002 -3.122377500788899e+000 7.257325571455450e-001 2.876806377670038e-001 1.065649879062287e-001 6.846280460082205e-001 2.281988601981273e-001 8.978768766898045e-002
1.916666666666667e+000 8.543189392002376e-001 2.410781222816121e-001 1.148049255619802e-001 1.244918249755612e+000 -1.486563165494106e-001 -3.128605413840080e+000 6.933978891546448e-001 2.886917275651258e-001 1.126768535034932e-001 6.511861746979732e-001 2.291978905360974e-001 9.897302119153278e-002
1.925000000000000e+000 8.230141965538500e-001 2.415308657779710e-001 1.137034753784173e-001 1.260264176438203e+000 -2.011216840999131e-001 -3.135828658965135e+000 6.624007979725882e-001 2.899029003336965e-001 1.192398022900960e-001 6.192838257975941e-001 2.304140494124711e-001 1.086973249543125e-001
1.933333333333333e+000 7.928145408645564e-001 2.421090246799227e-001 1.134060231410206e-001 1.278271567070938e+000 -2.510314499733468e-001 -3.143861067749198e+000 6.328501839825560e-001 2.912819720450688e-001 1.260786006732012e-001 5.890499119779135e-001 2.318091090146236e-001 1.187536271494448e-001
1.941666666666667e+000 7.639035795704313e-001 2.428206372792425e-001 1.137831902635420e-001 1.298731941198470e+000 -2.979190048965370e-001 -3.152432210028581e+000 6.048387898663979e-001 2.927850968465512e-001 1.329955275267419e-001 5.605900530740421e-001 2.333345594072992e-001 1.288938946436804e-001
1.950000000000000e+000 7.364510230660518e-001 2.436618918882461e-001 1.146686581201950e-001 1.321042495094288e+000 -3.413029316232912e-001 -3.161194044797231e+000 5.784429016823103e-001 2.943586046361069e-001 1.397773287321217e-001 5.339799021073173e-001 2.349339227867124e-001 1.388342710801570e-001
1.958333333333334e+000 7.106040656964122e-001 2.446127585499789e-001 1.158677787106216e-001 1.344203428582965e+000 -3.807051247621180e-001 -3.169744269571310e+000 5.537211708731339e-001 2.959419109818939e-001 1.462033002826327e-001 5.092586834805533e-001 2.365451771017941e-001 1.482662401954063e-001
1.966666666666667e+000 6.864790346837341e-001 2.456349236292059e-001 1.171714564306298e-001 1.366915628883550e+000 -4.156715791719605e-001 -3.177667811318957e+000 5.307121689759466e-001 2.974716103746794e-001 1.520542588034367e-001 4.864248168742199e-001 2.381037742777556e-001 1.568741117917526e-001
1.975000000000000e+000 6.641552881957866e-001 2.466738908605452e-001 1.183733224641953e-001 1.387773531445539e+000 -4.457957681451474e-001 -3.184589829475853e+000 5.094312322255019e-001 2.988864450037361e-001 1.571223113607473e-001 4.654359767077392e-001 2.395466635701964e-001 1.643575261598404e-001
1.983333333333333e+000 6.436730981789031e-001 2.476659576643832e-001 1.192870400694243e-001 1.405504080225696e+000 -4.707424163672873e-001 -3.190224833762889e+000 4.898681455226017e-001 3.001324044860382e-001 1.612212378423623e-001 4.462152029684340e-001 2.408171906404137e-001 1.704552247739585e-001
1.991666666666667e+000 6.250358645644538e-001 2.485485276486864e-001 1.197605628088876e-001 1.419174577597378e+000 -4.902676456404114e-001 -3.194405412538071e+000 4.719872249656371e-001 3.011669616694775e-001 1.641968403837217e-001 4.286622931895429e-001 2.418699270988791e-001 1.749649636915469e-001
2.000000000000000e+000 6.082152136604405e-001 2.492704618895680e-001 1.196853694335097e-001 1.428306155166035e+000 -5.042321594727186e-001 -3.197083449212541e+000 4.557301998527957e-001 3.019616795895627e-001 1.659360406495111e-001 4.126671477389048e-001 2.426741423043803e-001 1.777555993188071e-001
2.008333333333333e+000 5.931565103283895e-001 2.497992745889749e-001 1.190003811997603e-001 1.432877208001567e+000 -5.126054139874352e-001 -3.198309811458515e+000 4.410206935296692e-001 3.025030016596377e-001 1.663731460167291e-001 3.981207978973518e-001 2.432151192892439e-001 1.787701803642305e-001
2.016666666666667e+000 5.797827302986712e-001 2.501235847501610e-001 1.176914550360297e-001 1.433247611972472e+000 -5.154604516786647e-001 -3.198206665296195e+000 4.277683967659174e-001 3.027915583854189e-001 1.654920345336151e-001 3.849211694509994e-001 2.434934435641658e-001 1.780215673226596e-001
2.025000000000000e+000 5.679962148124721e-001 2.502511606805353e-001 1.157875818313882e-001 1.430051079387144e+000 -5.129620270148028e-001 -3.196945194667754e+000 4.158719021370604e-001 3.028405909058505e-001 1.633240285661496e-001 3.729733971724231e-001 2.435230893511411e-001 1.755834242669393e-001
2.033333333333333e+000 5.576793780956321e-001 2.502040640759676e-001 1.133545309060833e-001 1.424085680524830e+000 -5.053522392739573e-001 -3.194732264344134e+000 4.052206688830442e-001 3.026739613765068e-001 1.599423008576379e-001 3.621867729402593e-001 2.433291029339846e-001 1.715789704097506e-001
2.041666666666667e+000 5.486960264840726e-001 2.500125845275720e-001 1.104863870576292e-001 1.416205515472433e+000 -4.929370299702569e-001 -3.191800508435430e+000 3.956973958065324e-001 3.023238768273767e-001 1.554543329221960e-001 3.524710575053809e-001 2.429452110068953e-001 1.661687262459680e-001
2.050000000000000e+000 5.408946599873705e-001 2.497094649488523e-001 1.072956287945711e-001 1.407212470326287e+000 -4.760758356241122e-001 -3.188395164836771e+000 3.871818017464647e-001 3.018283248905223e-001 1.499939905470820e-001 3.437344197716590e-001 2.424113788380865e-001 1.595382046676776e-001
2.058333333333334e+000 5.341144195443710e-001 2.493256094769257e-001 1.039027893998306e-001 1.397763331827757e+000 -4.551761217811550e-001 -3.184756108988025e+000 3.795559229588056e-001 3.012283024377306e-001 1.437142204615585e-001 3.358843374771943e-001 2.417712562826777e-001 1.518869058146553e-001
2.066666666666667e+000 5.281935823646879e-001 2.488878621831248e-001 1.004268280542943e-001 1.388314123651959e+000 -4.306939709379232e-001 -3.181098104986860e+000 3.727103665304126e-001 3.005650084002551e-001 1.367807906889507e-001 3.288316750170008e-001 2.410694450455684e-001 1.434199829607428e-001
2.075000000000000e+000 5.229797898956280e-001 2.484186787882780e-001 9.697716378684515e-002 1.379111607098152e+000 -4.031401092461637e-001 -3.177593553798441e+000 3.665506568600592e-001 2.998772095081137e-001 1.293671992985976e-001 3.224969718237517e-001 2.403486244194525e-001 1.343432312424615e-001
2.083333333333334e+000 5.183402730330361e-001 2.479369457325164e-001 9.364814464169968e-002 1.370225857917559e+000 -3.730871378315681e-001 -3.174361397120043e+000 3.610023111226139e-001 2.991989841787345e-001 1.216506017262045e-001 3.168167203002046e-001 2.396467575946310e-001 1.248609559734375e-001
2.091666666666667e+000 5.141695364465893e-001 2.474590390303225e-001 9.051634547158728e-002 1.361607644275025e+000 -3.411709844876987e-001 -3.171465189486056e+000 3.560128507663748e-001 2.985581569981822e-001 1.138082188207435e-001 3.117466964335736e-001 2.389949191338721e-001 1.151752512076099e-001
2.100000000000000e+000 5.103922069677209e-001 2.469994520977723e-001 8.764037579018556e-002 1.353152767037019e+000 -3.080788100998302e-001 -3.168922137576489e+000 3.515494430062315e-001 2.979758116450427e-001 1.060130607038966e-001 3.072601505640180e-001 2.384164330739290e-001 1.054843821310745e-001
2.108333333333333e+000 5.069602661649981e-001 2.465708584413000e-001 8.506220877177187e-002 1.344762134900338e+000 -2.745185535325914e-001 -3.166721007699817e+000 3.475923671630107e-001 2.974669202018890e-001 9.842754122222649e-002 3.033409048763092e-001 2.379274481210102e-001 9.597808175912242e-002
2.116666666666667e+000 5.038459096594713e-001 2.461839184416084e-001 8.280879005269962e-002 1.336392152224719e+000 -2.411753762305229e-001 -3.164842241561164e+000 3.441263410803719e-001 2.970415688526703e-001 9.119492468846073e-002 2.999739054832775e-001 2.375382318640893e-001 8.682962745799563e-002
2.125000000000000e+000 5.010326854571295e-001 2.458470075695621e-001 8.089298140487811e-002 1.328087737482212e+000 -2.086697386782841e-001 -3.163273257929045e+000 3.411326819436944e-001 2.967060459443784e-001 8.443071211098316e-002 2.971367526688682e-001 2.372542628889625e-001 7.818697920359939e-002
2.133333333333333e+000 4.985076272668046e-001 2.455656423171058e-001 7.931365839262247e-002 1.319987891290027e+000 -1.775291340279463e-001 -3.162016103036400e+000 3.385845542414698e-001 2.964633408390174e-001 7.821664159121716e-002 2.947946921026159e-001 2.370767380293996e-001 7.016556200923785e-002
2.141666666666667e+000 4.962560209276507e-001 2.453414612958685e-001 7.805559247916660e-002 1.312301092447493e+000 -1.481749390718867e-001 -3.161089023629077e+000 3.364458901870888e-001 2.963131464643372e-001 7.259868215119286e-002 2.928997273989930e-001 2.370027960217170e-001 6.284396336238396e-002
2.150000000000000e+000 4.942591379904912e-001 2.451711987018164e-001 7.709007209276052e-002 1.305259827063990e+000 -1.209202135368996e-001 -3.160524001484412e+000 3.346731915920993e-001 2.962517694143454e-001 6.758904823380484e-002 2.913931843447147e-001 2.370259193873994e-001 5.626296492603504e-002
