Time(sec)	Fx	Fy	Fz	Tx	Ty	Tz	GON	GRFz
2.025000	39.280000	31.940000	83.790000	26.250000	15.320000	18.740000	2.831700	0.000300	
2.033300	33.620000	31.110000	81.900000	19.200000	-1.090000	14.110000	2.816700	0.000700	
2.041600	24.830000	29.500000	82.180000	7.240000	-19.150000	8.100000	2.801400	0.000900	
2.050000	13.740000	27.110000	85.180000	-8.700000	-37.390000	1.860000	2.785200	0.000500	
2.058300	3.940000	25.070000	94.230000	-26.470000	-51.180000	-4.380000	2.768900	0.000100	
2.066600	-4.210000	23.630000	109.120000	-46.360000	-60.310000	-11.550000	2.766500	0.000000	
2.075000	-11.060000	22.430000	129.530000	-64.550000	-64.760000	-18.910000	2.768500	0.000000	
2.083300	-16.230000	21.130000	157.270000	-79.480000	-64.900000	-24.040000	2.766500	0.000000	
2.091600	-19.720000	19.520000	189.870000	-92.560000	-60.510000	-27.240000	2.751900	0.000000	
2.100000	-20.430000	17.570000	219.780000	-103.360000	-50.140000	-28.400000	2.737300	0.000000	
2.108300	-17.950000	15.600000	246.510000	-110.220000	-33.460000	-27.120000	2.743300	0.000000	
2.116600	-12.900000	14.380000	270.280000	-111.220000	-11.570000	-23.300000	2.753300	0.000000	
2.125000	-8.060000	13.300000	287.280000	-109.050000	11.370000	-19.170000	2.754100	0.000000	
2.133300	-3.840000	12.250000	297.800000	-103.510000	33.710000	-14.510000	2.735600	0.000000	
2.141600	-0.440000	11.350000	302.900000	-97.910000	52.880000	-9.290000	2.720100	0.000000	
2.150000	2.190000	10.400000	302.450000	-93.880000	68.740000	-4.430000	2.720400	0.000000	
2.158300	3.840000	8.870000	297.990000	-92.870000	80.610000	-2.280000	2.720800	0.000000	
2.166600	4.540000	7.190000	294.740000	-91.830000	88.020000	-2.190000	2.729000	0.000200	
2.175000	4.930000	4.800000	294.470000	-87.280000	92.280000	-2.190000	2.748900	0.000600	
2.183300	5.020000	0.580000	296.580000	-80.430000	93.700000	-2.240000	2.767500	0.000900	
2.191600	4.300000	-4.800000	300.020000	-73.600000	92.010000	-2.830000	2.782200	0.000500	
2.200000	2.140000	-9.840000	302.310000	-71.910000	88.230000	-5.170000	2.796900	0.000100	
2.208300	-0.850000	-14.330000	303.020000	-75.680000	84.860000	-9.580000	2.786300	0.000000	
2.216600	-3.580000	-19.290000	304.950000	-77.870000	85.360000	-14.320000	2.765900	0.000000	
2.225000	-5.600000	-24.270000	309.630000	-74.050000	91.030000	-16.480000	2.763600	0.000000	
2.233300	-6.790000	-28.100000	316.380000	-66.120000	100.920000	-15.970000	2.799700	0.000000	
2.241600	-7.700000	-28.630000	322.170000	-60.940000	112.270000	-14.790000	2.835800	0.000000	
2.250000	-8.600000	-25.730000	326.190000	-60.070000	124.540000	-13.760000	2.835700	0.000300	
2.258300	-8.720000	-21.490000	328.250000	-59.570000	136.120000	-12.660000	2.826500	0.000700	
2.266600	-6.940000	-17.530000	330.410000	-54.280000	147.330000	-10.520000	2.828000	0.001000	
2.275000	-3.530000	-13.190000	332.770000	-45.140000	158.530000	-7.620000	2.845400	0.001000	
2.283300	0.310000	-6.780000	332.890000	-38.880000	166.570000	-5.040000	2.862900	0.001000	
2.291600	4.110000	1.540000	329.990000	-37.040000	170.260000	-3.100000	2.863800	0.000600	
2.300000	6.900000	8.850000	324.220000	-37.660000	169.090000	-2.230000	2.862500	0.000200	
2.308300	8.510000	13.400000	316.550000	-37.910000	164.470000	-2.570000	2.868500	0.000200	
2.316600	10.330000	16.220000	308.760000	-38.540000	157.340000	-3.550000	2.879300	0.000700	
2.325000	12.730000	19.270000	302.910000	-41.530000	150.060000	-4.650000	2.883400	0.000900	
2.333300	15.030000	22.400000	298.580000	-46.740000	142.860000	-6.080000	2.860400	0.000500	
2.341600	15.810000	24.070000	294.140000	-52.260000	135.410000	-8.200000	2.837400	0.000100	
2.350000	15.230000	23.860000	289.500000	-57.470000	127.470000	-10.850000	2.836200	0.000000	
2.358300	14.870000	23.420000	288.230000	-61.590000	120.170000	-12.700000	2.845400	0.000000	
2.366600	16.040000	24.900000	291.920000	-64.400000	115.200000	-13.040000	2.860000	0.000100	
2.375000	18.470000	27.620000	298.000000	-65.400000	112.410000	-11.890000	2.888600	0.000500	
2.383300	20.320000	29.310000	300.110000	-62.940000	110.560000	-9.860000	2.917100	0.000900	
2.391600	20.830000	29.430000	297.650000	-56.910000	109.220000	-7.370000	2.918300	0.000700	
2.400000	19.590000	28.030000	293.880000	-50.500000	108.230000	-5.810000	2.910800	0.000300	
2.408300	18.270000	25.980000	290.330000	-44.680000	107.620000	-4.540000	2.903200	0.000000	
2.416600	17.870000	24.440000	287.060000	-38.630000	107.340000	-3.750000	2.895300	0.000000	
2.425000	17.510000	22.750000	280.700000	-32.760000	106.630000	-4.760000	2.888700	0.000000	
2.433300	16.610000	20.560000	270.310000	-27.220000	105.610000	-7.620000	2.897000	0.000000	
2.441600	14.790000	18.860000	259.190000	-21.940000	106.450000	-10.650000	2.905300	0.000000	
2.450000	12.510000	18.850000	251.940000	-17.830000	109.430000	-13.800000	2.907200	0.000300	
2.458300	11.740000	19.930000	250.810000	-16.030000	112.500000	-16.720000	2.906000	0.000700	
2.466600	14.160000	22.230000	253.920000	-14.170000	115.150000	-17.690000	2.905400	0.001000	
2.475000	19.140000	25.570000	259.900000	-12.230000	117.400000	-17.300000	2.907900	0.001000	
2.483300	23.680000	28.330000	264.340000	-11.040000	119.370000	-17.230000	2.910400	0.001000	
2.491600	27.320000	29.940000	267.200000	-10.960000	121.080000	-17.390000	2.924900	0.000700	
2.500000	27.840000	31.490000	269.440000	-14.020000	123.120000	-18.090000	2.943100	0.000300	
2.508300	25.800000	32.740000	270.380000	-20.850000	123.560000	-21.000000	2.952600	0.000000	
2.516600	23.310000	32.870000	271.020000	-29.010000	121.590000	-24.700000	2.934200	0.000000	
2.525000	21.150000	31.440000	270.160000	-33.980000	118.270000	-27.590000	2.915700	0.000000	
2.533300	18.620000	28.710000	266.970000	-35.420000	114.360000	-29.840000	2.914600	0.000000	
2.541600	14.010000	26.130000	261.880000	-36.000000	112.170000	-33.110000	2.914200	0.000000	
2.550000	9.300000	24.190000	259.240000	-35.770000	111.660000	-35.510000	2.916800	0.000000	
2.558300	3.840000	23.940000	258.270000	-35.460000	111.510000	-36.680000	2.923000	0.000000	
2.566600	-0.260000	24.580000	257.660000	-33.430000	110.320000	-36.510000	2.928700	0.000000	
2.575000	-1.440000	26.150000	259.100000	-29.510000	107.720000	-34.640000	2.920800	0.000000	
2.583300	0.780000	29.600000	264.700000	-25.990000	103.920000	-31.900000	2.912900	0.000000	
2.591600	3.710000	36.010000	273.190000	-26.000000	99.930000	-30.090000	2.926800	0.000000	
2.600000	5.140000	43.040000	279.310000	-28.420000	95.180000	-29.900000	2.947700	0.000000	
2.608300	6.950000	48.940000	283.000000	-30.410000	87.210000	-29.240000	2.948900	0.000000	
2.616600	8.950000	54.170000	284.040000	-31.430000	76.900000	-27.810000	2.915100	0.000000	
2.625000	11.520000	58.250000	282.890000	-30.060000	66.640000	-25.590000	2.881400	0.000000	
2.633300	14.870000	60.830000	279.810000	-26.060000	56.840000	-22.710000	2.853900	0.000000	
2.641600	18.000000	61.550000	270.540000	-22.140000	46.370000	-19.900000	2.827700	0.000000	
2.650000	18.360000	60.240000	251.740000	-18.690000	35.670000	-17.790000	2.808500	0.000000	
2.658300	16.080000	57.090000	229.610000	-14.200000	24.810000	-15.310000	2.798100	0.000000	
2.666600	13.530000	54.450000	211.380000	-9.180000	14.260000	-11.330000	2.787800	0.000000	
