---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.FileName = "..\Input\Subjects\PS\Overground Gait Trials\PS_ngait_og_ss3\PS_ngait_og_ss3-output-euler-leftlegtd.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipFlexion
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipAbduction
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipExternalRotation
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.KneeFlexion
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.AnklePlantarFlexion
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SubTalarEversion
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.HipExternalRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.KneeFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.AnklePlantarFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2a.SubTalarEversion
4.236666666666666e+000 5.226568681126059e-001 1.578439297850698e-001 1.847417055004445e-001 8.263569667160577e-002 -1.979796797143333e-002 2.533032340853292e-001
4.244738562091503e+000 5.281081912305604e-001 1.554790300173479e-001 1.859606848429129e-001 1.042630467917877e-001 -1.391744889147671e-002 2.638433593822925e-001
4.252810457516340e+000 5.315178024869910e-001 1.533138020907452e-001 1.862382549237114e-001 1.254638083309782e-001 -7.825643109521996e-003 2.762367416029667e-001
4.260882352941176e+000 5.326682939700497e-001 1.512034221253276e-001 1.851923816283807e-001 1.447891448402107e-001 -2.595478217323045e-003 2.894782139279506e-001
4.268954248366013e+000 5.315087637328001e-001 1.489608519944650e-001 1.825531144750926e-001 1.609536225059573e-001 -1.181964576994223e-005 3.024665940800337e-001
4.277026143790850e+000 5.282552262484705e-001 1.464443847692654e-001 1.782384105991547e-001 1.731095371069090e-001 -1.882835405068032e-003 3.141899369320720e-001
4.285098039215686e+000 5.233671166358320e-001 1.435776530400950e-001 1.722999301622966e-001 1.810557729140709e-001 -9.283699340062649e-003 3.242171452379898e-001
4.293169934640523e+000 5.174988464085123e-001 1.403288920762256e-001 1.648638556719477e-001 1.853584377247240e-001 -2.205534849877063e-002 3.330510284939592e-001
4.301241830065360e+000 5.114057238053563e-001 1.366765127611758e-001 1.562009805845451e-001 1.872902237091109e-001 -3.869762383026209e-002 3.419072618359195e-001
4.309313725490196e+000 5.058128025010401e-001 1.325750099969474e-001 1.468404206812367e-001 1.885760243774689e-001 -5.665738128970275e-002 3.519933033229029e-001
4.317385620915033e+000 5.012834822583711e-001 1.279275629109817e-001 1.375441207500913e-001 1.910119866652130e-001 -7.295104745710471e-002 3.637655371057294e-001
4.325457516339870e+000 4.981046285615366e-001 1.225824479413944e-001 1.291316330564480e-001 1.960491677328990e-001 -8.494656398167537e-002 3.766006754039021e-001
4.333529411764706e+000 4.961908187286636e-001 1.163623696300102e-001 1.222921942993239e-001 2.044402491025497e-001 -9.102199738894069e-002 3.890771944165873e-001
4.341601307189543e+000 4.950390365583199e-001 1.091237980976372e-001 1.174795318501449e-001 2.160601999337891e-001 -9.084321687747050e-002 3.997143067175314e-001
4.349673202614380e+000 4.938004809561183e-001 1.008399612531372e-001 1.148959726702980e-001 2.299761351998571e-001 -8.520126034808406e-002 4.076466682303438e-001
4.357745098039216e+000 4.915019118040628e-001 9.166668139396395e-002 1.145301745562509e-001 2.447397391192672e-001 -7.556117436364791e-002 4.127834215601882e-001
4.365816993464053e+000 4.873419655941885e-001 8.193058754460081e-002 1.162086620244431e-001 2.587907672871348e-001 -6.353764198550282e-002 4.155216995147124e-001
4.373888888888890e+000 4.809333159832341e-001 7.203981954859540e-002 1.196299550499849e-001 2.708517364156124e-001 -5.048138948099268e-002 4.164066801794865e-001
4.381960784313726e+000 4.723942297274187e-001 6.238121698548316e-002 1.243704871962553e-001 2.802030577802841e-001 -3.728832856556592e-002 4.159511615544146e-001
4.390032679738563e+000 4.622536638930592e-001 5.324505726881768e-002 1.298889903543711e-001 2.867413727474744e-001 -2.442915365055312e-002 4.145702029338019e-001
4.398104575163400e+000 4.512155068753876e-001 4.477038736714256e-002 1.355720570682529e-001 2.908149444094339e-001 -1.210301894328084e-002 4.125754014186572e-001
