---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.FileName = "..\Input\Subjects\PS\Overground Gait Trials\PS_ngait_og_ss3\PS_ngait_og_ss3-output-euler-trunk.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension
4.236666666666666e+000 3.908656680602157e-002 2.376506716413515e-001 1.031759008331613e+000 1.431647482961753e+000 -1.356625965296554e-002 3.086920671665165e+000 -2.841688598337214e-001 2.009440137019765e-001 6.471715006776226e-002 0.000000000000000e+000
4.244738562091503e+000 3.023665951833561e-002 2.369157413533486e-001 1.030614643030400e+000 1.432127378824160e+000 -1.408247208013003e-002 3.083198637850331e+000 -2.846455659290388e-001 1.991762989040784e-001 6.705240965990800e-002 0.000000000000000e+000
4.252810457516340e+000 2.118129146596148e-002 2.361348697972890e-001 1.029536867925923e+000 1.432535022982680e+000 -1.496539896349991e-002 3.078848276694188e+000 -2.849175883367625e-001 1.972600868636610e-001 7.000736700060622e-002 0.000000000000000e+000
4.260882352941176e+000 1.191051661418826e-002 2.352740104662364e-001 1.028535295640667e+000 1.432850866799620e+000 -1.601882288903589e-002 3.073925170295111e+000 -2.847102769198617e-001 1.953255799371746e-001 7.334449915422149e-002 0.000000000000000e+000
4.268954248366013e+000 2.427912255351840e-003 2.343107114602052e-001 1.027622682453551e+000 1.433133738000010e+000 -1.701542659613886e-002 3.068517358748482e+000 -2.837504507858812e-001 1.933624645688448e-001 7.684456756752367e-002 0.000000000000000e+000
4.277026143790850e+000 -7.247414409759170e-003 2.332440613663237e-001 1.026814661181446e+000 1.433471140459093e+000 -1.770042338452527e-002 3.062771011549864e+000 -2.817787042477053e-001 1.912654179143926e-001 8.024661553432491e-002 0.000000000000000e+000
4.285098039215686e+000 -1.708190125509122e-002 2.320941943207533e-001 1.026128440600866e+000 1.433964610120926e+000 -1.784705276129661e-002 3.056892725358058e+000 -2.786201890460259e-001 1.888600636727114e-001 8.326933264747209e-002 0.000000000000000e+000
4.293169934640523e+000 -2.703155688484281e-002 2.308953721823173e-001 1.025581813496247e+000 1.434731551155465e+000 -1.729573498846238e-002 3.051125313212681e+000 -2.742278257284039e-001 1.859203650672573e-001 8.564489732742284e-002 0.000000000000000e+000
4.301241830065360e+000 -3.704743581898901e-002 2.296892198146491e-001 1.025193056640749e+000 1.435914018495044e+000 -1.597898604279724e-002 3.045710495204342e+000 -2.686998213073264e-001 1.821772873584582e-001 8.715569465098366e-002 0.000000000000000e+000
4.309313725490196e+000 -4.708061699021971e-002 2.285197859655845e-001 1.024980807198459e+000 1.437684204665494e+000 -1.393334538601043e-002 3.040852794233064e+000 -2.622754803777265e-001 1.773288455460314e-001 8.766863342774317e-002 0.000000000000000e+000
4.317385620915033e+000 -5.708588771842622e-002 2.274278522253599e-001 1.024962962213076e+000 1.440237794569964e+000 -1.129669704648095e-002 3.036694286681675e+000 -2.553103092128615e-001 1.710674019885851e-001 8.716132830997651e-002 0.000000000000000e+000
4.325457516339870e+000 -6.702502519431776e-002 2.264436266233654e-001 1.025154185936948e+000 1.443771417640398e+000 -8.297288836332406e-003 3.033298046602040e+000 -2.482409481901026e-001 1.631297438014965e-001 8.573372236308907e-002 0.000000000000000e+000
4.333529411764706e+000 -7.687036756967275e-002 2.255807536636882e-001 1.025561646209596e+000 1.448448942171904e+000 -5.244454719457226e-003 3.030645408404016e+000 -2.415574061542161e-001 1.533568880118600e-001 8.359052309054625e-002 0.000000000000000e+000
4.341601307189543e+000 -8.660712902835538e-002 2.248357441290114e-001 1.026179859338135e+000 1.454355854282229e+000 -2.518855991447300e-003 3.028668780013619e+000 -2.357835455992433e-001 1.417552004144026e-001 8.098243377425650e-002 0.000000000000000e+000
4.349673202614380e+000 -9.623231916354778e-002 2.241936899329999e-001 1.026987935258764e+000 1.461440828048963e+000 -5.315222038064782e-004 3.027304988237518e+000 -2.314258437626617e-001 1.285526331423184e-001 7.813479384664925e-002 0.000000000000000e+000
4.357745098039216e+000 -1.057502856929540e-001 2.236365675745491e-001 1.027952326236442e+000 1.469476033059025e+000 3.766274355057053e-004 3.026514487852474e+000 -2.288525502682115e-001 1.142122825579595e-001 7.521175413738661e-002 0.000000000000000e+000
