---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.FileName = "..\Input\Subjects\PS\Overground Gait Trials\PS_ngait_og_ss9\PS_ngait_og_ss9-output-euler-leftlegfootpostd.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotZ
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotX
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile2b.LeftFootRotX
4.161666666666666e+000 -1.976335304691729e-001 6.980091466765617e-002 1.016339501411830e-001 1.833602370615344e-001 -2.819844023877282e+000 -1.630441875718488e+000
4.169729729729729e+000 -2.037224817482561e-001 7.276395279329186e-002 9.961241865386589e-002 1.788921350292205e-001 -2.826252931747833e+000 -1.624212822599055e+000
4.177792792792793e+000 -2.082728526516336e-001 7.579865488041315e-002 9.707396781676982e-002 1.738994690866309e-001 -2.837730687132551e+000 -1.615722576494357e+000
4.185855855855856e+000 -2.116960360335073e-001 7.877321287108492e-002 9.415377464849252e-002 1.676701900627573e-001 -2.852680222111396e+000 -1.606443627777942e+000
4.193918918918919e+000 -2.144369558583386e-001 8.155788245162507e-002 9.098467482246991e-002 1.596213116419207e-001 -2.869937283951546e+000 -1.597604585805802e+000
4.201981981981982e+000 -2.169136054611312e-001 8.404731851066952e-002 8.769120897197533e-002 1.495491964409306e-001 -2.889020284558187e+000 -1.590100091917972e+000
4.210045045045045e+000 -2.194480160717239e-001 8.616544874758797e-002 8.438739919788270e-002 1.376897225255025e-001 -2.909989058160689e+000 -1.584433990467173e+000
4.218108108108108e+000 -2.222100375670275e-001 8.785763765839598e-002 8.117728259335785e-002 1.246574522871859e-001 -2.933027206031227e+000 -1.580574973568034e+000
4.226171171171171e+000 -2.252011870334206e-001 8.908818313493881e-002 7.815382010813246e-002 1.113806382617155e-001 -2.957967068546620e+000 -1.577826681894025e+000
4.234234234234235e+000 -2.282843512704858e-001 8.984979387586643e-002 7.539554098091718e-002 9.897928252121480e-002 -2.984014119261282e+000 -1.575018495110455e+000
4.242297297297298e+000 -2.312465663506879e-001 9.017231252188475e-002 7.296611498385569e-002 8.848323290463700e-002 -3.009820646928847e+000 -1.571083921431501e+000
4.250360360360361e+000 -2.338737374067817e-001 9.012109490094718e-002 7.091886029099732e-002 8.046889358624787e-002 -3.033836781965603e+000 -1.565670376494075e+000
4.258423423423424e+000 -2.360128455441303e-001 8.978726017902185e-002 6.929893423385149e-002 7.485278778790683e-002 -3.054733291483777e+000 -1.559348235570514e+000
4.266486486486487e+000 -2.376038624330174e-001 8.927216676775698e-002 6.813493961470485e-002 7.102430502233670e-002 -3.071721453754127e+000 -1.553267292205002e+000
4.274549549549550e+000 -2.386787482912804e-001 8.866851259277904e-002 6.742197987448129e-002 6.824042307557932e-002 -3.084680670710345e+000 -1.548504500015462e+000
4.282612612612613e+000 -2.393361819963713e-001 8.804791521501248e-002 6.710761957489429e-002 6.598513246394822e-002 -3.094067497189344e+000 -1.545575701411645e+000
4.290675675675677e+000 -2.397044850670036e-001 8.746355783233135e-002 6.709066816464772e-002 6.407364475977984e-002 -3.100647693837867e+000 -1.544417930574884e+000
4.298738738738740e+000 -2.399056169658649e-001 8.696116156126477e-002 6.723569850437486e-002 6.254580403800958e-002 -3.105178132955596e+000 -1.544706356481310e+000
4.306801801801803e+000 -2.400301095603776e-001 8.658254651517738e-002 6.740134681528370e-002 6.151585501193502e-002 -3.108198767105910e+000 -1.546126146440749e+000
4.314864864864866e+000 -2.401279961490786e-001 8.635578968225642e-002 6.747415513867262e-002 6.106340073304306e-002 -3.110015603047585e+000 -1.548415928022895e+000
4.322927927927929e+000 -2.402155956815993e-001 8.628159801012471e-002 6.739373912908056e-002 6.116601828124768e-002 -3.110820147338895e+000 -1.551279381994607e+000
