Time(sec)	Fx	Fy	Fz	Tx	Ty	Tz	GON	GRFz
3.383333	16.620000	-7.610000	287.180000	-49.150000	194.890000	5.750000	2.848000	0.000000	
3.391633	16.440000	-7.540000	285.870000	-44.240000	198.190000	6.310000	2.849100	-0.000100	
3.399933	16.440000	-6.560000	286.180000	-43.050000	198.600000	5.520000	2.878900	-0.000500	
3.408333	15.740000	-3.670000	287.320000	-44.140000	197.560000	4.340000	2.908700	-0.000900	
3.416633	13.540000	0.630000	289.610000	-46.490000	195.500000	2.970000	2.920300	-0.000700	
3.424933	9.820000	4.940000	293.360000	-50.020000	191.480000	0.700000	2.924900	-0.000300	
3.433333	5.850000	9.660000	295.010000	-53.940000	185.560000	-2.090000	2.920100	0.000000	
3.441633	3.410000	14.090000	295.180000	-56.600000	178.870000	-4.790000	2.895600	0.000000	
3.449933	3.920000	18.310000	295.410000	-57.360000	173.370000	-6.640000	2.872200	0.000000	
3.458333	7.190000	22.640000	295.590000	-56.460000	169.500000	-7.480000	2.878500	0.000000	
3.466633	10.230000	27.120000	292.090000	-54.490000	166.560000	-7.730000	2.884700	0.000000	
3.474933	12.520000	29.930000	286.230000	-51.020000	163.910000	-8.020000	2.887300	0.000000	
3.483333	15.530000	29.450000	282.340000	-44.930000	162.370000	-8.440000	2.887700	0.000000	
3.491633	20.240000	26.530000	280.720000	-35.570000	163.190000	-8.240000	2.888000	0.000000	
3.499933	26.370000	22.290000	280.880000	-23.820000	166.030000	-7.400000	2.888500	0.000000	
3.508333	31.520000	19.870000	281.190000	-13.190000	168.990000	-6.470000	2.888900	0.000000	
3.516633	34.710000	19.650000	281.280000	-4.590000	171.450000	-5.800000	2.904000	0.000000	
3.524933	34.940000	20.320000	282.190000	-0.580000	171.810000	-6.500000	2.924800	0.000000	
3.533333	34.850000	20.910000	288.180000	-0.580000	170.320000	-8.550000	2.939100	0.000000	
3.541633	34.840000	21.180000	299.290000	-3.240000	167.890000	-11.810000	2.939600	0.000000	
3.549933	34.130000	22.490000	311.190000	-7.640000	165.130000	-15.930000	2.940000	0.000000	
3.558333	32.130000	25.490000	322.170000	-14.220000	161.720000	-20.870000	2.949900	0.000400	
3.566633	28.300000	28.900000	329.410000	-21.790000	156.720000	-25.250000	2.960600	0.000800	
3.574933	23.270000	30.310000	333.920000	-28.500000	150.870000	-29.130000	2.961500	0.000800	
3.583333	18.430000	30.170000	337.560000	-33.370000	145.350000	-32.440000	2.947700	0.000400	
3.591633	16.660000	30.160000	341.840000	-32.750000	143.110000	-33.940000	2.934000	0.000000	
3.599933	17.550000	30.340000	346.490000	-27.060000	143.810000	-33.550000	2.928800	0.000000	
3.608333	18.620000	30.730000	350.450000	-20.350000	144.650000	-31.430000	2.923700	0.000000	
3.616633	19.210000	31.670000	353.680000	-14.660000	144.250000	-27.790000	2.920200	0.000000	
3.624933	19.720000	32.900000	353.430000	-9.930000	141.440000	-23.870000	2.918400	0.000000	
3.633333	21.060000	34.510000	352.310000	-6.430000	137.230000	-21.400000	2.922200	0.000000	
3.641633	22.820000	36.650000	350.900000	-4.180000	132.290000	-19.930000	2.948000	0.000000	
3.649933	22.570000	39.230000	348.750000	-4.210000	127.140000	-18.410000	2.973800	0.000000	
3.658333	18.770000	41.770000	343.900000	-7.550000	120.510000	-16.920000	2.949800	0.000000	
3.666633	13.260000	43.420000	335.650000	-13.990000	109.340000	-17.190000	2.913300	0.000000	
3.674933	8.270000	44.270000	324.880000	-20.930000	95.040000	-19.390000	2.880700	0.000000	
3.683333	4.020000	44.530000	311.690000	-26.510000	78.590000	-22.340000	2.858200	0.000000	
3.691633	0.540000	44.850000	299.050000	-27.500000	62.900000	-22.630000	2.835700	0.000000	
3.699933	-2.260000	45.300000	287.650000	-23.920000	48.280000	-19.960000	2.830900	0.000000	
3.708333	-3.320000	45.960000	278.600000	-22.230000	32.980000	-17.570000	2.828500	0.000000	
3.716633	-1.570000	46.470000	270.560000	-22.630000	15.270000	-16.680000	2.813900	0.000000	
3.724933	0.560000	45.510000	259.910000	-23.720000	-3.880000	-16.660000	2.777700	0.000000	
3.733333	0.640000	43.360000	245.900000	-24.380000	-20.500000	-15.450000	2.741400	0.000000	
3.741633	-1.070000	40.480000	228.880000	-23.750000	-33.450000	-12.730000	2.682300	0.000000	
3.749933	-3.650000	37.470000	209.330000	-21.650000	-42.080000	-9.450000	2.622200	0.000000	
3.758333	-7.510000	33.940000	187.020000	-21.390000	-48.130000	-7.760000	2.574400	0.000000	
3.766633	-11.810000	28.650000	164.630000	-24.540000	-53.680000	-8.050000	2.532300	0.000000	
3.774933	-16.960000	20.960000	141.360000	-25.120000	-58.320000	-7.640000	2.481800	0.000000	
3.783333	-22.700000	12.170000	117.980000	-23.290000	-60.720000	-6.320000	2.409600	0.000000	
3.791633	-26.070000	5.890000	99.650000	-21.190000	-59.610000	-4.570000	2.337300	0.000000	
3.799933	-25.930000	2.760000	88.060000	-19.500000	-55.440000	-2.690000	2.287700	0.000000	
3.808333	-24.850000	1.130000	80.780000	-17.870000	-51.650000	-1.020000	2.245200	0.000000	
3.816633	-24.380000	-0.070000	76.810000	-18.120000	-50.390000	0.160000	2.211000	0.000000	
3.824933	-23.190000	-0.780000	75.360000	-19.700000	-50.680000	1.340000	2.191600	0.000000	
3.833333	-20.410000	0.340000	72.760000	-20.300000	-49.180000	3.500000	2.172100	0.000000	
3.841633	-16.520000	3.510000	68.720000	-19.710000	-45.410000	6.520000	2.126300	0.000000	
3.849933	-12.890000	6.500000	65.330000	-19.020000	-41.670000	8.780000	2.075500	0.000000	
3.858333	-10.050000	6.970000	61.050000	-17.460000	-40.220000	10.110000	2.035800	0.000000	
3.866633	-8.940000	5.780000	55.210000	-15.290000	-40.170000	10.580000	2.010400	0.000000	
3.874933	-8.340000	5.000000	49.380000	-13.880000	-37.910000	10.500000	1.991200	0.000000	
3.883333	-7.570000	4.610000	44.090000	-13.750000	-33.390000	9.460000	2.005300	0.000000	
3.891633	-7.080000	3.610000	40.410000	-16.510000	-29.030000	5.620000	2.019300	0.000000	
3.899933	-8.560000	1.940000	39.360000	-22.880000	-26.120000	-1.640000	2.022600	0.000000	
3.908333	-11.630000	-0.620000	39.390000	-28.620000	-23.180000	-9.200000	2.016000	0.000000	
3.916633	-15.170000	-3.190000	37.390000	-31.480000	-18.950000	-15.020000	2.015300	0.000000	
3.924933	-18.730000	-5.390000	32.630000	-31.960000	-13.340000	-18.940000	2.033200	0.000000	
3.933333	-20.360000	-7.260000	24.280000	-30.850000	-7.030000	-20.720000	2.051100	0.000000	
3.941633	-19.200000	-9.600000	12.940000	-27.930000	-0.810000	-20.410000	2.060700	0.000000	
3.949933	-15.160000	-11.230000	6.740000	-24.300000	5.360000	-19.190000	2.068600	0.000000	
3.958333	-9.080000	-11.200000	6.080000	-19.070000	12.910000	-15.800000	2.082100	0.000000	
3.966633	-2.740000	-9.650000	8.110000	-10.860000	21.470000	-9.960000	2.107500	0.000000	
3.974933	2.680000	-6.270000	12.180000	-2.870000	29.590000	-4.360000	2.133000	0.000000	
3.983333	7.150000	-1.000000	18.480000	4.150000	37.010000	0.460000	2.152400	0.000000	
3.991633	10.610000	2.870000	22.340000	9.080000	42.440000	3.190000	2.171200	0.000000	
3.999933	12.090000	4.550000	25.290000	12.980000	45.670000	3.500000	2.214100	0.000000	
4.008333	13.060000	7.230000	31.540000	14.340000	46.630000	1.700000	2.270600	0.000000	
4.016633	13.740000	11.270000	34.530000	14.030000	45.690000	-0.510000	2.327000	0.000000	
4.024933	13.690000	15.410000	33.810000	13.400000	43.440000	-2.580000	2.336600	0.000400	
4.033333	13.830000	17.240000	32.780000	13.690000	41.400000	-3.930000	2.346300	0.000900	
4.041633	15.160000	16.840000	33.050000	14.150000	39.760000	-4.710000	2.370600	0.000700	
4.049933	16.380000	14.020000	29.530000	14.070000	36.920000	-6.030000	2.400600	0.000300	
4.058333	16.730000	11.650000	26.320000	14.900000	33.660000	-7.000000	2.439300	0.000000	
4.066633	17.840000	12.390000	28.210000	14.960000	31.210000	-7.090000	2.496400	0.000000	
4.074933	19.150000	14.530000	33.640000	14.820000	30.300000	-6.340000	2.553600	0.000000	
4.083333	20.080000	16.850000	40.960000	15.040000	30.980000	-4.840000	2.591700	0.000000	
4.091633	17.920000	16.260000	45.150000	13.330000	30.650000	-4.560000	2.625000	0.000000	
4.099933	13.100000	14.750000	44.970000	6.950000	27.870000	-6.570000	2.644700	0.000000	
4.108333	6.700000	13.400000	44.570000	-1.710000	24.970000	-9.980000	2.656600	0.000000	
4.116633	1.240000	13.590000	53.500000	-9.350000	26.080000	-12.720000	2.668600	0.000000	
4.124933	-2.630000	15.550000	71.820000	-16.440000	31.070000	-14.570000	2.732000	0.000000	
4.133333	-5.140000	17.350000	89.940000	-23.830000	36.590000	-16.230000	2.802400	0.000000	
4.141633	-7.200000	17.500000	105.160000	-30.590000	41.980000	-18.010000	2.836700	0.000200	
4.149933	-9.520000	14.910000	117.490000	-33.820000	47.500000	-19.350000	2.831900	0.000600	
4.158333	-9.160000	13.560000	131.700000	-31.710000	55.270000	-18.580000	2.828200	0.000900	
4.166633	-6.090000	14.200000	148.190000	-24.800000	65.220000	-15.720000	2.829000	0.000500	
4.174933	-2.410000	16.090000	162.210000	-17.220000	74.110000	-12.300000	2.829800	0.000100	
4.183333	0.680000	18.030000	169.300000	-11.560000	79.430000	-9.270000	2.823300	0.000000	
4.191633	3.390000	19.970000	170.180000	-8.590000	79.650000	-7.200000	2.815000	0.000000	
4.199933	4.340000	21.170000	169.690000	-5.760000	76.880000	-5.880000	2.809900	0.000200	
4.208333	3.740000	20.820000	166.800000	-1.850000	70.730000	-4.580000	2.812900	0.001100	
4.216633	2.560000	19.100000	160.410000	1.540000	60.450000	-3.010000	2.816000	0.002000	
4.224933	0.910000	16.490000	151.030000	3.220000	46.180000	-1.550000	2.808100	0.028200	
4.233333	-1.240000	15.070000	144.960000	-1.560000	30.570000	-2.560000	2.800100	0.054400	
4.241633	-2.900000	14.480000	142.850000	-11.080000	14.530000	-5.420000	2.808000	0.081000	
4.249933	-3.680000	13.160000	144.250000	-21.530000	-2.760000	-8.660000	2.833000	0.108100	
4.258333	-3.830000	9.770000	149.280000	-28.530000	-19.870000	-10.470000	2.856000	0.136700	
4.266633	-3.830000	4.500000	157.950000	-33.420000	-35.390000	-11.260000	2.855600	0.183600	
4.274933	-5.170000	-1.350000	171.350000	-40.830000	-45.240000	-12.740000	2.855200	0.230400	
4.283333	-8.060000	-6.900000	190.600000	-52.080000	-48.980000	-15.750000	2.838500	0.271600	
4.291633	-9.600000	-9.730000	217.000000	-66.700000	-44.620000	-19.520000	2.809200	0.308500	
4.299933	-7.710000	-10.600000	245.540000	-79.270000	-33.210000	-21.140000	2.795500	0.332500	
4.308333	-3.970000	-10.800000	273.240000	-88.560000	-16.730000	-20.280000	2.822400	0.323400	
4.316633	-1.620000	-11.090000	295.200000	-96.150000	2.090000	-17.780000	2.849300	0.314300	
4.324933	-0.930000	-10.260000	311.790000	-105.020000	23.910000	-14.840000	2.846600	0.310700	
4.333333	1.740000	-6.960000	327.990000	-112.840000	47.450000	-10.700000	2.827400	0.310300	
4.341633	7.780000	-1.610000	343.980000	-116.150000	69.070000	-4.360000	2.810500	0.316200	
4.349933	16.320000	4.730000	359.000000	-115.490000	87.710000	3.360000	2.798000	0.333200	
4.358333	23.390000	8.110000	370.290000	-111.520000	99.810000	10.910000	2.785500	0.350300	
4.366633	27.360000	7.150000	376.830000	-104.360000	104.210000	17.990000	2.783500	0.365900	
4.374933	30.020000	5.150000	382.300000	-97.770000	104.410000	23.940000	2.781900	0.381300	
4.383333	34.200000	4.410000	392.020000	-93.970000	103.920000	28.150000	2.794000	0.392200	
4.391633	39.160000	4.160000	402.530000	-92.310000	103.220000	30.290000	2.823600	0.397200	
4.399933	41.060000	2.160000	405.640000	-93.230000	102.600000	29.660000	2.851000	0.401900	
4.408333	39.860000	-1.400000	401.470000	-96.630000	101.910000	26.270000	2.826000	0.398700	
4.416633	37.060000	-3.600000	393.270000	-101.110000	101.180000	21.030000	2.801000	0.395500	
4.424933	33.730000	-3.100000	381.980000	-105.990000	101.760000	14.960000	2.806500	0.391000	
4.433333	30.750000	-1.860000	370.840000	-108.200000	104.980000	10.040000	2.840300	0.385100	
4.441633	28.110000	-2.270000	359.820000	-104.650000	109.600000	6.930000	2.866900	0.379400	
4.449933	24.930000	-4.380000	347.430000	-97.480000	114.370000	4.760000	2.841000	0.374600	
4.458333	20.840000	-7.460000	335.240000	-90.060000	117.270000	2.720000	2.815100	0.369800	
4.466633	16.620000	-10.660000	326.310000	-82.970000	117.910000	1.160000	2.818000	0.365500	
4.474933	14.470000	-11.490000	316.990000	-76.000000	117.820000	1.050000	2.826300	0.361300	
4.483333	13.790000	-11.810000	304.800000	-70.050000	118.010000	2.280000	2.841400	0.357500	
4.491633	14.720000	-11.710000	294.420000	-64.820000	118.750000	4.830000	2.865200	0.354200	
4.499933	16.650000	-9.390000	289.590000	-62.860000	119.040000	6.700000	2.887500	0.350900	
4.508333	19.280000	-4.740000	288.720000	-64.680000	118.460000	7.390000	2.875800	0.348600	
4.516633	22.430000	0.480000	286.040000	-67.840000	116.990000	6.960000	2.864000	0.346400	
4.524933	27.210000	6.350000	283.440000	-69.610000	116.190000	6.530000	2.860900	0.344100	
4.533333	34.050000	13.710000	284.550000	-69.150000	117.340000	7.230000	2.870500	0.341900	
4.541633	40.850000	20.190000	294.000000	-66.460000	119.560000	8.550000	2.881600	0.340100	
4.549933	47.170000	25.430000	310.630000	-61.870000	122.700000	10.150000	2.903300	0.340900	
4.558333	51.040000	28.050000	325.120000	-56.980000	125.890000	10.740000	2.924900	0.341800	
4.566633	52.200000	28.160000	330.430000	-52.240000	128.730000	10.340000	2.920700	0.342900	
4.574933	50.720000	26.070000	330.140000	-48.680000	130.760000	8.740000	2.906400	0.344000	
4.583333	47.650000	23.580000	332.120000	-46.870000	133.040000	6.700000	2.893000	0.345500	
4.591633	42.910000	21.000000	335.630000	-46.960000	135.550000	4.120000	2.883000	0.348000	
4.599933	35.820000	18.100000	335.230000	-50.150000	136.830000	-0.380000	2.873000	0.350500	
4.608333	26.170000	14.480000	329.570000	-56.770000	136.380000	-7.260000	2.882100	0.353500	
4.616633	17.500000	11.870000	323.770000	-63.640000	135.770000	-14.760000	2.896000	0.356700	
4.624933	12.030000	11.900000	323.020000	-69.050000	135.820000	-21.360000	2.903100	0.361200	
4.633333	8.030000	12.540000	325.670000	-72.940000	135.590000	-27.090000	2.892700	0.369100	
4.641633	4.410000	12.350000	328.040000	-74.250000	135.090000	-31.640000	2.882300	0.377000	
4.649933	1.340000	11.960000	329.360000	-73.570000	134.600000	-35.230000	2.909900	0.384600	
4.658333	-0.490000	13.570000	329.890000	-74.090000	134.670000	-38.990000	2.942800	0.392000	
4.666633	-0.920000	16.430000	331.570000	-75.440000	135.420000	-42.710000	2.939500	0.398000	
4.674933	0.470000	18.720000	333.600000	-74.260000	136.550000	-45.620000	2.912000	0.403000	
4.683333	0.800000	18.240000	331.620000	-71.820000	136.520000	-48.790000	2.892100	0.406800	
4.691633	-0.420000	15.310000	325.840000	-68.570000	135.290000	-51.910000	2.902900	0.406000	
4.699933	-1.670000	13.350000	319.760000	-64.820000	134.210000	-53.680000	2.913600	0.405300	
4.708333	-1.800000	13.720000	314.500000	-60.600000	133.910000	-54.070000	2.924400	0.401300	
4.716633	-0.190000	16.520000	312.320000	-56.720000	134.060000	-52.950000	2.935200	0.395900	
4.724933	2.800000	19.490000	314.400000	-50.350000	134.090000	-49.170000	2.945800	0.390900	
4.733333	6.560000	21.630000	318.580000	-41.230000	133.950000	-43.450000	2.955700	0.386900	
4.741633	9.620000	22.950000	321.880000	-32.260000	133.840000	-37.860000	2.965600	0.383000	
4.749933	11.850000	24.600000	325.170000	-25.080000	133.710000	-32.640000	2.950900	0.381100	
4.758333	13.850000	29.270000	333.630000	-20.470000	131.410000	-27.130000	2.928400	0.379800	
4.766633	15.840000	35.580000	345.370000	-18.200000	126.510000	-22.600000	2.920200	0.379000	
4.774933	17.090000	41.450000	353.650000	-19.680000	118.760000	-20.790000	2.937300	0.379000	
4.783333	16.460000	45.120000	353.140000	-23.960000	108.280000	-22.340000	2.949300	0.378600	
4.791633	13.990000	46.280000	343.880000	-29.310000	95.290000	-26.550000	2.903100	0.374100	
4.799933	11.750000	45.530000	331.670000	-29.710000	80.810000	-29.160000	2.856800	0.369500	
4.808333	10.780000	44.660000	320.330000	-25.630000	64.940000	-28.890000	2.839000	0.358300	
4.816633	10.410000	46.290000	307.540000	-23.710000	46.500000	-27.310000	2.834700	0.344000	
4.824933	9.900000	48.130000	286.810000	-25.220000	27.080000	-26.060000	2.825100	0.327800	
4.833333	8.970000	49.010000	259.040000	-28.660000	7.000000	-25.010000	2.788500	0.301500	
4.841633	7.470000	47.360000	233.760000	-27.950000	-12.410000	-21.970000	2.751800	0.275300	
4.849933	5.750000	44.180000	214.140000	-22.410000	-31.050000	-16.110000	2.700500	0.242800	
4.858333	4.650000	40.750000	195.850000	-15.100000	-45.960000	-8.630000	2.644500	0.208200	
4.866633	2.890000	37.700000	174.510000	-12.650000	-57.490000	-3.140000	2.586200	0.172800	
4.874933	0.390000	35.870000	152.360000	-15.530000	-66.520000	-0.180000	2.520400	0.134500	
4.883333	-2.330000	33.000000	132.960000	-17.410000	-72.390000	1.280000	2.454500	0.096100	
4.891633	-5.080000	28.050000	116.920000	-16.090000	-74.660000	1.750000	2.408600	0.069400	
4.899933	-8.430000	19.500000	104.190000	-11.430000	-73.120000	1.830000	2.366500	0.044800	
4.908333	-11.490000	11.050000	91.970000	-8.130000	-68.830000	1.080000	2.325100	0.029300	
4.916633	-13.800000	4.650000	78.990000	-7.380000	-62.670000	-0.330000	2.284200	0.021000	
4.924933	-16.220000	0.210000	68.180000	-8.030000	-58.260000	-1.760000	2.243300	0.012800	
4.933333	-18.920000	-2.390000	60.860000	-10.170000	-56.420000	-3.640000	2.200800	0.007400	
4.941633	-21.600000	-3.660000	56.810000	-14.690000	-56.920000	-7.090000	2.158300	0.002000	
4.949933	-24.200000	-4.230000	54.310000	-21.230000	-59.090000	-11.680000	2.126200	0.000300	
4.958333	-25.640000	-5.310000	50.290000	-26.050000	-59.300000	-14.700000	2.100000	0.000700	
4.966633	-24.870000	-4.450000	43.330000	-30.040000	-57.380000	-16.380000	2.077500	0.000900	
4.974933	-21.950000	-1.480000	34.890000	-34.180000	-53.990000	-17.320000	2.067100	0.000500	
4.983333	-17.440000	2.030000	29.350000	-39.390000	-49.670000	-18.950000	2.056700	0.000100	
4.991633	-11.610000	4.990000	27.430000	-44.980000	-43.910000	-21.380000	2.049000	0.000300	
4.999933	-6.050000	6.850000	26.620000	-45.910000	-36.000000	-22.360000	2.041900	0.000700	
5.008333	-1.100000	7.260000	24.760000	-40.420000	-25.240000	-20.050000	2.041300	0.001000	
5.016633	3.050000	5.710000	21.100000	-30.180000	-12.440000	-15.250000	2.054600	0.001000	
5.024933	5.010000	2.720000	17.550000	-21.480000	-2.480000	-11.840000	2.067900	0.001000	
5.033333	4.590000	-1.470000	14.700000	-15.050000	3.950000	-10.350000	2.063500	0.001000	
5.041633	3.650000	-2.220000	11.860000	-11.460000	8.400000	-9.410000	2.057600	0.001000	
5.049933	2.280000	0.080000	5.940000	-8.580000	12.280000	-7.770000	2.061200	0.000800	
5.058333	1.060000	3.620000	2.100000	-3.840000	16.210000	-5.240000	2.079100	0.000400	
5.066633	1.780000	8.130000	4.220000	-0.830000	19.920000	-3.460000	2.097000	0.000000	
5.074933	3.330000	12.860000	9.340000	-0.450000	22.460000	-2.910000	2.122400	0.000000	
5.083333	3.350000	16.690000	11.620000	-2.070000	22.710000	-3.540000	2.147900	0.000000	
5.091633	2.140000	20.410000	12.170000	-3.210000	21.880000	-4.180000	2.168500	0.000300	
5.099933	2.370000	24.510000	14.030000	-5.460000	21.400000	-4.590000	2.187300	0.000700	
5.108333	2.910000	24.320000	17.160000	-7.670000	20.730000	-5.480000	2.215100	0.001000	
5.116633	3.410000	20.440000	21.510000	-9.060000	19.980000	-6.650000	2.262300	0.001000	
5.124933	2.770000	15.550000	21.810000	-11.050000	18.710000	-7.990000	2.309600	0.001000	
5.133333	0.760000	10.360000	16.040000	-14.640000	16.680000	-9.580000	2.359300	0.001000	
5.141633	-1.360000	5.490000	10.370000	-16.780000	15.350000	-10.570000	2.409800	0.001000	
5.149933	-0.970000	2.550000	11.830000	-16.080000	16.730000	-10.160000	2.445700	0.001000	
5.158333	2.150000	1.640000	17.250000	-13.630000	20.540000	-8.470000	2.460000	0.001000	
5.166633	5.610000	2.340000	20.150000	-9.010000	25.000000	-5.890000	2.474300	0.001000	
5.174933	8.570000	4.220000	20.600000	-1.840000	29.440000	-2.530000	2.537200	0.001000	
5.183333	10.820000	5.580000	21.940000	6.980000	32.440000	1.190000	2.606800	0.001000	
5.191633	12.860000	5.540000	24.270000	16.260000	33.810000	4.970000	2.644700	0.000800	
5.199933	12.470000	4.720000	28.490000	22.430000	33.060000	7.050000	2.648200	0.000400	
5.208333	9.040000	3.440000	31.760000	22.020000	29.520000	6.500000	2.658700	0.000000	
5.216633	3.700000	1.940000	34.500000	16.190000	24.580000	3.820000	2.697000	0.000000	
5.224933	-0.880000	0.650000	42.020000	9.890000	22.370000	0.660000	2.735300	0.000000	
5.233333	-4.960000	-0.520000	57.740000	4.300000	23.220000	-2.860000	2.789700	0.000000	
5.241633	-6.910000	-0.260000	82.420000	-0.400000	25.940000	-5.810000	2.848000	0.000000	
5.249933	-5.920000	2.680000	112.990000	-4.060000	31.630000	-7.870000	2.892500	0.000100	
5.258333	-3.740000	7.700000	143.880000	-7.110000	38.810000	-9.320000	2.901200	0.000500	
5.266633	-1.160000	13.080000	164.300000	-6.740000	45.310000	-8.940000	2.909900	0.000900	
